blueWins,blueFirstBlood,blueTotalExperience,blueGoldDiff,blueExperienceDiff,blueCSDiff,blueKills,blueAssists,redKills,redTotalExperience,redAssists,blueCSPerMin,redCSPerMin,blueGoldPerMin,redGoldPerMin,blueAvgPickrate,redAvgPickrate,bluePredWinrate,redPredWinrate
1,1.0,17916.0,-162.0,-63.0,35.0,2.0,3.0,3.0,17979.0,5.0,30.8,27.3,1518.9,1535.1,0.1959410485624547,0.08274945639043246,0.5004657892442994,0.4828172564383383
0,1.0,17306.0,-1558.0,-814.0,-53.0,2.0,0.0,3.0,18120.0,3.0,25.6,30.9,1408.4,1564.2,0.07516308287025852,0.18762986228557624,0.5084549451893939,0.4825021440935479
0,0.0,19241.0,-848.0,-174.0,-1.0,2.0,4.0,4.0,19415.0,10.0,33.2,33.3,1609.6,1694.4,0.1390674075863735,0.23155351534187,0.4968695677075994,0.4981262058674923
1,1.0,18033.0,148.0,-375.0,6.0,0.0,0.0,0.0,18408.0,0.0,33.5,32.9,1468.7,1453.9,0.1145687364097608,0.2060159458806475,0.4718243160352002,0.5053877793068815
0,0.0,18501.0,-617.0,-624.0,-3.0,0.0,0.0,1.0,19125.0,3.0,34.4,34.7,1507.2,1568.9,0.2372312152693888,0.1114037207054844,0.4994181329848861,0.5006609885881932
0,0.0,16583.0,-2735.0,-2187.0,-31.0,0.0,0.0,2.0,18770.0,3.0,28.5,31.6,1359.7,1633.2,0.2087460739309012,0.14532495771925585,0.4936862427302014,0.5053437907418054
1,1.0,18841.0,1040.0,53.0,7.0,3.0,3.0,2.0,18788.0,1.0,33.8,33.1,1644.7,1540.7,0.2062575501328824,0.1711282918579367,0.5162559644539472,0.5167607105661766
0,1.0,17801.0,-580.0,-762.0,-25.0,1.0,1.0,1.0,18563.0,3.0,32.1,34.6,1502.1,1560.1,0.16172988644600145,0.10995409519207536,0.5010476593614348,0.46040061481064903
0,0.0,18713.0,-219.0,197.0,1.0,0.0,0.0,1.0,18516.0,3.0,32.4,32.3,1479.2,1501.1,0.16035274220826287,0.08733993718289443,0.4886847536706769,0.45845843135759207
0,0.0,19240.0,-270.0,-242.0,-13.0,2.0,5.0,1.0,19482.0,2.0,35.3,36.6,1613.1,1640.1,0.13677216719014254,0.1913505677699928,0.4814079048132862,0.531767355868024
0,0.0,16299.0,-263.0,145.0,29.0,2.0,1.0,5.0,16154.0,9.0,30.5,27.6,1547.9,1574.2,0.19255858903116693,0.16834984295723604,0.5123261626688025,0.5000719053794674
1,1.0,20036.0,2951.0,2960.0,60.0,2.0,3.0,0.0,17076.0,0.0,36.0,30.0,1701.7,1406.6,0.1997583957477652,0.12196182652814687,0.5008652854216512,0.5027010543137727
1,1.0,20006.0,2583.0,2591.0,34.0,2.0,6.0,0.0,17415.0,0.0,35.3,31.9,1695.2,1436.9,0.14450350326165742,0.16054602561005074,0.519250347823917,0.4965926410085879
0,0.0,17686.0,-1348.0,-220.0,13.0,5.0,13.0,7.0,17906.0,17.0,30.1,28.8,1655.2,1790.0,0.15711524522831605,0.19664170089393573,0.4913014992604321,0.5007633153510916
0,1.0,18387.0,631.0,218.0,11.0,2.0,5.0,2.0,18169.0,4.0,33.9,32.8,1610.8,1547.7,0.22341145204155596,0.14182169606185072,0.5158342311299857,0.4935387252960067
1,0.0,18807.0,624.0,415.0,-16.0,4.0,8.0,1.0,18392.0,1.0,31.3,32.9,1630.7,1568.3,0.25585890311669485,0.12307320608842715,0.5150102429667642,0.496418756609682
1,0.0,18370.0,212.0,403.0,25.0,0.0,0.0,1.0,17967.0,2.0,33.8,31.3,1510.2,1489.0,0.12969316259966174,0.1159458806474994,0.4878622913722396,0.4801205942278711
1,1.0,19282.0,190.0,-314.0,-8.0,1.0,1.0,1.0,19596.0,2.0,33.2,34.0,1564.3,1545.3,0.16503986470161874,0.10896351775791256,0.5218604168061186,0.5015690488325673
1,1.0,19529.0,2720.0,2084.0,47.0,4.0,7.0,2.0,17445.0,2.0,34.8,30.1,1755.4,1483.4,0.17835225899975846,0.2175887895626963,0.5142096501047857,0.483806849722076
0,0.0,19104.0,627.0,611.0,25.0,2.0,3.0,2.0,18493.0,4.0,34.2,31.7,1606.7,1544.0,0.17557381009905773,0.263904324716115,0.5212016946878804,0.49922948351188007
0,0.0,16756.0,-3038.0,-2664.0,-37.0,0.0,0.0,5.0,19420.0,9.0,29.8,33.5,1407.1,1710.9,0.09207538052669728,0.1075138922445035,0.4866998510213008,0.4823527601142971
1,1.0,18154.0,763.0,133.0,-30.0,3.0,3.0,2.0,18021.0,4.0,28.6,31.6,1611.3,1535.0,0.12353225416767336,0.07997100748973182,0.5257254786810127,0.4954056611041199
1,0.0,17693.0,-666.0,-594.0,-8.0,3.0,3.0,4.0,18287.0,6.0,30.6,31.4,1576.5,1643.1,0.13974389949263105,0.11210437303696544,0.477096930156945,0.5190268368056002
1,0.0,19108.0,239.0,755.0,10.0,2.0,3.0,2.0,18353.0,3.0,34.2,33.2,1606.4,1582.5,0.17315776757670934,0.1171539019086736,0.4776579214894247,0.4989560048094128
0,1.0,19492.0,618.0,537.0,-11.0,1.0,2.0,0.0,18955.0,0.0,34.2,35.3,1590.9,1529.1,0.15414351292582748,0.21928001932834015,0.5019012459566221,0.504309071229018
0,1.0,18831.0,1.0,308.0,1.0,0.0,0.0,0.0,18523.0,0.0,34.5,34.4,1507.6,1507.5,0.17931867600869775,0.12703551582507852,0.4963000336549103,0.4897086072337015
1,1.0,18154.0,1476.0,1236.0,-22.0,4.0,10.0,0.0,16918.0,0.0,29.1,31.3,1633.6,1486.0,0.14653297898043005,0.18021261174196668,0.4995041774580777,0.5060599184045034
1,1.0,18846.0,1080.0,906.0,51.0,2.0,2.0,2.0,17940.0,2.0,34.7,29.6,1609.4,1501.4,0.20094225658371587,0.16354191833776274,0.4994942535668016,0.4894810585316387
1,0.0,18481.0,-28.0,921.0,-4.0,3.0,4.0,2.0,17560.0,3.0,29.5,29.9,1552.8,1555.6,0.1389707658854796,0.11261174196665863,0.5027892514424149,0.4953562980654106
0,1.0,18665.0,-94.0,-717.0,2.0,3.0,6.0,3.0,19382.0,7.0,33.7,33.5,1635.1,1644.5,0.15962792945155835,0.2517274704034791,0.5066265093577951,0.5076156489728177
0,0.0,18912.0,-281.0,163.0,7.0,0.0,0.0,2.0,18749.0,4.0,32.8,32.1,1553.4,1581.5,0.23343802850930176,0.16936458081662234,0.5084127827388001,0.4953278813498567
1,0.0,19106.0,673.0,1875.0,49.0,1.0,0.0,1.0,17231.0,2.0,33.6,28.7,1524.6,1457.3,0.10973665136506404,0.1655472336313119,0.5024253602590419,0.5087586267897606
0,1.0,18615.0,-86.0,-4.0,-15.0,1.0,3.0,1.0,18619.0,2.0,32.5,34.0,1525.4,1534.0,0.2410485624546992,0.1703793186760087,0.5127557550466827,0.4995836991271681
0,0.0,16701.0,-1946.0,-2652.0,-65.0,2.0,4.0,4.0,19353.0,9.0,28.4,34.9,1493.8,1688.4,0.14851413384875572,0.22715631795119595,0.5278114723429287,0.4929914770049926
1,1.0,19243.0,1785.0,1386.0,20.0,2.0,2.0,0.0,17857.0,0.0,34.7,32.7,1634.4,1455.9,0.1605943464604977,0.1424015462672143,0.51823964249292,0.5004372248098488
1,1.0,19431.0,1460.0,1065.0,28.0,4.0,4.0,2.0,18366.0,2.0,34.7,31.9,1686.5,1540.5,0.1837641942498188,0.1058226624788596,0.5115297022975349,0.4917098034972014
1,1.0,19901.0,1839.0,1860.0,2.0,6.0,8.0,2.0,18041.0,2.0,32.7,32.5,1724.9,1541.0,0.2704759603769026,0.1932350809374245,0.5030455763785191,0.4941673589565094
0,1.0,18845.0,-205.0,-103.0,-21.0,2.0,2.0,2.0,18948.0,1.0,31.8,33.9,1549.9,1570.4,0.1461947330273013,0.21270838366755254,0.5119252005897541,0.5082093539669337
0,0.0,17552.0,-1952.0,-1893.0,27.0,1.0,3.0,7.0,19445.0,17.0,33.0,30.3,1549.3,1744.5,0.2038898284609809,0.13964725779173714,0.5172167993461587,0.4897537871573139
0,1.0,19124.0,-226.0,836.0,8.0,3.0,2.0,2.0,18288.0,2.0,32.6,31.8,1599.1,1621.7,0.13024885237980188,0.16839816380768302,0.4849178618038709,0.5189776191982418
1,1.0,18720.0,-382.0,-322.0,-9.0,2.0,3.0,3.0,19042.0,4.0,33.4,34.3,1593.0,1631.2,0.22002899251026814,0.1246919545784006,0.4930141107175392,0.5100130232201454
1,1.0,16168.0,-744.0,-1648.0,-33.0,3.0,3.0,3.0,17816.0,4.0,26.6,29.9,1488.0,1562.4,0.191761294998792,0.20473544334380284,0.5102775148528595,0.5309281342977721
0,0.0,18102.0,1604.0,428.0,-6.0,5.0,13.0,2.0,17674.0,2.0,29.5,30.1,1648.9,1488.5,0.11717806233389708,0.15237980188451314,0.4460702581174296,0.4871638561296606
0,0.0,18472.0,-2355.0,-697.0,-10.0,1.0,1.0,7.0,19169.0,11.0,28.9,29.9,1503.7,1739.2,0.06607876298622854,0.18932109205122008,0.4926142551744281,0.48059669459426096
0,0.0,17226.0,-618.0,-585.0,-18.0,2.0,3.0,3.0,17811.0,4.0,28.6,30.4,1487.4,1549.2,0.14114520415559315,0.11034066199565112,0.4948740269250419,0.4802253581904765
1,0.0,19424.0,655.0,1170.0,7.0,2.0,2.0,1.0,18254.0,1.0,33.3,32.6,1563.0,1497.5,0.14713698961101715,0.12114037207054845,0.5049785640137215,0.505860309568148
1,0.0,19338.0,160.0,186.0,28.0,0.0,0.0,1.0,19152.0,1.0,36.9,34.1,1566.4,1550.4,0.25192075380526696,0.15566561971490694,0.505651279125242,0.5153881834970091
0,1.0,19306.0,893.0,250.0,4.0,2.0,8.0,1.0,19056.0,3.0,34.2,33.8,1637.6,1548.3,0.1690021744382701,0.1906740758637352,0.4978843538699904,0.49777641158777103
0,1.0,19167.0,138.0,979.0,-43.0,5.0,7.0,3.0,18188.0,3.0,28.9,33.2,1623.1,1609.3,0.1967625030200532,0.059507127325440924,0.4862583882670314,0.4486530107935781
0,1.0,17328.0,-351.0,-986.0,-14.0,3.0,8.0,3.0,18314.0,8.0,29.8,31.2,1559.4,1594.5,0.1935491664653298,0.25303213336554725,0.5081245053232518,0.4964267062271999
0,1.0,19474.0,1521.0,1509.0,1.0,3.0,4.0,1.0,17965.0,1.0,33.1,33.0,1664.2,1512.1,0.16030442135781592,0.16366272046388014,0.5392170056819572,0.5018750736214911
0,1.0,17343.0,-1561.0,-1616.0,-6.0,1.0,1.0,5.0,18959.0,11.0,29.3,29.9,1496.4,1652.5,0.08279777724087943,0.1913988886204397,0.4742890118483444,0.4868777467523027
1,1.0,17428.0,1089.0,-404.0,25.0,4.0,3.0,3.0,17832.0,3.0,30.3,27.8,1599.9,1491.0,0.1735201739550616,0.13324474510751388,0.4812156947162806,0.4878391404572827
1,0.0,18585.0,-930.0,592.0,30.0,1.0,1.0,3.0,17993.0,3.0,31.3,28.3,1476.2,1569.2,0.1712732544092776,0.13483933317226382,0.5246936258797636,0.4691367476182066
1,0.0,18420.0,656.0,1619.0,7.0,3.0,6.0,1.0,16801.0,3.0,32.7,32.0,1617.7,1552.1,0.22147861802367724,0.21754046871224936,0.4886359014655364,0.506703119448306
1,0.0,17527.0,-377.0,488.0,7.0,2.0,4.0,3.0,17039.0,5.0,30.4,29.7,1499.7,1537.4,0.15462672143029715,0.21870016912297655,0.5036408564437886,0.4911064067276853
1,0.0,18317.0,583.0,289.0,-11.0,6.0,11.0,5.0,18028.0,5.0,30.8,31.9,1718.2,1659.9,0.2508093742449867,0.14911814447934282,0.5059350731561736,0.4814913078893388
1,1.0,20864.0,1144.0,2143.0,-3.0,4.0,3.0,0.0,18721.0,0.0,35.8,36.1,1678.2,1563.8,0.1369654505919304,0.21389224450350328,0.4898476380634971,0.5061430302916536
0,0.0,18599.0,-402.0,-201.0,16.0,2.0,2.0,3.0,18800.0,7.0,31.0,29.4,1529.3,1569.5,0.11280502536844647,0.1777482483691713,0.4796801011440229,0.4534080131743014
1,0.0,19346.0,-9.0,261.0,29.0,2.0,2.0,3.0,19085.0,2.0,32.7,29.8,1525.1,1526.0,0.14539743899492633,0.09461222517516307,0.4849322095651288,0.4955687611270041
0,0.0,16182.0,-1339.0,-1771.0,17.0,1.0,2.0,4.0,17953.0,9.0,31.3,29.6,1469.9,1603.8,0.24063783522590002,0.10352742208262866,0.5327447190298977,0.5006174920952613
0,0.0,19190.0,43.0,990.0,7.0,6.0,3.0,4.0,18200.0,3.0,29.3,28.6,1625.4,1621.1,0.11394056535395022,0.1643392123701377,0.4529216889505252,0.4829785026511562
1,1.0,18730.0,292.0,408.0,-7.0,1.0,2.0,0.0,18322.0,0.0,34.1,34.8,1545.3,1516.1,0.13174679874365788,0.27994684706450834,0.4944947235865797,0.5117794894680348
0,1.0,18095.0,-270.0,-317.0,7.0,2.0,3.0,3.0,18412.0,5.0,31.7,31.0,1557.0,1584.0,0.1559555448175888,0.15042280744141096,0.5069941883307112,0.5162846483202055
1,0.0,18764.0,70.0,97.0,20.0,0.0,0.0,0.0,18667.0,0.0,36.1,34.1,1532.9,1525.9,0.07888378835467505,0.1351050978497222,0.5128820775099803,0.4924338202893973
1,1.0,18495.0,-643.0,-1151.0,-12.0,2.0,4.0,3.0,19646.0,6.0,32.7,33.9,1583.5,1647.8,0.16400096641700895,0.1309978255617299,0.4890355984092288,0.5266284150964766
1,0.0,18187.0,1005.0,539.0,41.0,0.0,0.0,0.0,17648.0,0.0,33.9,29.8,1517.4,1416.9,0.24133848755738105,0.12275912056052185,0.5035655523958923,0.5076609548099864
0,1.0,17311.0,-3358.0,-2576.0,-41.0,1.0,1.0,5.0,19887.0,6.0,27.7,31.8,1397.3,1733.1,0.1554964967383426,0.04996375936216477,0.466433385802377,0.4583945674552448
0,0.0,15724.0,-1290.0,-3036.0,-59.0,4.0,5.0,5.0,18760.0,3.0,24.4,30.3,1493.5,1622.5,0.1288958685672868,0.09669002174438272,0.4937009578734893,0.4870522255905922
1,0.0,18896.0,1276.0,1198.0,61.0,2.0,2.0,2.0,17698.0,1.0,36.0,29.9,1617.8,1490.2,0.21725054360956755,0.11891761294998793,0.5156577884152584,0.4762036836394091
0,0.0,18628.0,-990.0,-48.0,23.0,4.0,5.0,5.0,18676.0,10.0,30.3,28.0,1600.1,1699.1,0.09093984054119353,0.17296448417492147,0.4671237919480996,0.5138729129919458
1,1.0,19004.0,696.0,145.0,-17.0,1.0,2.0,0.0,18859.0,0.0,33.5,35.2,1605.9,1536.3,0.15230732060884272,0.15450591930417976,0.499608234644558,0.4937097094102102
0,0.0,17569.0,-1754.0,-1786.0,17.0,1.0,1.0,5.0,19355.0,5.0,31.9,30.2,1466.3,1641.7,0.2705001208021261,0.1503986470161875,0.5024640869291982,0.5005110702090995
0,0.0,17389.0,-212.0,-213.0,-21.0,4.0,8.0,4.0,17602.0,4.0,27.6,29.7,1564.0,1585.2,0.10971249093984056,0.08509301763711043,0.4817001009845022,0.4904050511944508
0,1.0,18784.0,645.0,-1015.0,-14.0,1.0,1.0,0.0,19799.0,0.0,34.7,36.1,1593.3,1528.8,0.17854554240154624,0.2350326165740517,0.4979063130019348,0.5117384645017422
1,0.0,17457.0,1125.0,85.0,18.0,2.0,2.0,2.0,17372.0,1.0,33.3,31.5,1610.7,1498.2,0.214327132157526,0.16914713698961098,0.522469414273286,0.4985294332361017
0,0.0,18049.0,-2100.0,-571.0,-50.0,1.0,1.0,4.0,18620.0,4.0,28.1,33.1,1435.0,1645.0,0.08168639768059917,0.035298381251510025,0.4703779293541381,0.4609216790745334
1,1.0,18713.0,244.0,-499.0,-7.0,2.0,3.0,1.0,19212.0,0.0,33.3,34.0,1592.4,1568.0,0.15167914955303213,0.14249818796810826,0.4904368992977649,0.4802748705031739
0,0.0,17230.0,-3680.0,-1794.0,6.0,2.0,2.0,7.0,19024.0,12.0,28.7,28.1,1466.9,1834.9,0.17675767093500844,0.10514617057260207,0.4922098444935001,0.5092996023875654
1,0.0,18344.0,-492.0,-456.0,-26.0,2.0,4.0,1.0,18800.0,1.0,33.5,36.1,1571.0,1620.2,0.13877748248369173,0.2328581783039381,0.5043492570010041,0.5013665159547106
0,1.0,17554.0,667.0,217.0,-7.0,4.0,3.0,3.0,17337.0,3.0,27.9,28.6,1607.0,1540.3,0.08615607634694371,0.2082628654264315,0.460134122264329,0.4966562448614487
0,0.0,18204.0,-2189.0,-777.0,-18.0,2.0,3.0,4.0,18981.0,8.0,30.9,32.7,1520.7,1739.6,0.1792703551582508,0.17827977772408796,0.5078823618562545,0.5016243986027435
1,1.0,19090.0,1644.0,968.0,30.0,4.0,7.0,1.0,18122.0,3.0,33.1,30.1,1675.7,1511.3,0.22246919545784,0.09316259966175404,0.4846708774763858,0.5138559763552817
0,1.0,17498.0,-986.0,-1323.0,-8.0,5.0,5.0,6.0,18821.0,8.0,27.9,28.7,1637.5,1736.1,0.1145687364097608,0.05254892486107756,0.4805135862827884,0.5226901101644715
1,1.0,19049.0,1046.0,482.0,6.0,1.0,1.0,0.0,18567.0,0.0,35.1,34.5,1604.8,1500.2,0.11541435129258275,0.1970282676975115,0.4859765223726632,0.4923950025008105
1,0.0,18401.0,-140.0,-643.0,9.0,0.0,0.0,1.0,19044.0,2.0,34.2,33.3,1519.0,1533.0,0.17303696545059194,0.13360715148586616,0.5004653672366054,0.4850202374891453
1,1.0,19677.0,224.0,698.0,14.0,0.0,0.0,0.0,18979.0,0.0,34.9,33.5,1503.4,1481.0,0.17030683740033825,0.1057260207779657,0.4826920890969342,0.4967221727739776
0,0.0,18123.0,-2022.0,-1253.0,12.0,2.0,2.0,6.0,19376.0,10.0,32.5,31.3,1549.6,1751.8,0.24658129983087704,0.09289683498429573,0.4953356830797792,0.4831149949323249
1,1.0,18493.0,362.0,596.0,10.0,3.0,4.0,1.0,17897.0,2.0,32.7,31.7,1583.8,1547.6,0.21809615849238945,0.19289683498429572,0.534474452294565,0.489013878304326
0,0.0,18437.0,-417.0,-973.0,-8.0,0.0,0.0,1.0,19410.0,0.0,32.9,33.7,1470.8,1512.5,0.21836192316984784,0.1207538052669727,0.4989359234206634,0.4831038050891275
1,1.0,19177.0,956.0,552.0,12.0,1.0,1.0,0.0,18625.0,0.0,35.0,33.8,1595.5,1499.9,0.18021261174196665,0.19545784005798506,0.4920302521058009,0.4969061060460197
0,1.0,19470.0,1721.0,1440.0,38.0,1.0,1.0,0.0,18030.0,0.0,34.8,31.0,1590.9,1418.8,0.21021985986953373,0.14365788837883547,0.4851098992847772,0.5239547065217769
0,1.0,19409.0,1220.0,182.0,23.0,1.0,2.0,0.0,19227.0,0.0,35.3,33.0,1642.5,1520.5,0.1932350809374245,0.1228799226866393,0.5224759898566506,0.4800184467417076
1,1.0,20474.0,2897.0,3544.0,16.0,6.0,8.0,1.0,16930.0,1.0,32.4,30.8,1744.5,1454.8,0.0952162358057502,0.1134090359990336,0.513710509325091,0.5211930520043658
0,0.0,18846.0,-1176.0,81.0,-27.0,2.0,0.0,3.0,18765.0,5.0,32.0,34.7,1553.3,1670.9,0.1998067165982121,0.19243778690504956,0.4984532809414478,0.5116570630432871
0,0.0,18831.0,-879.0,-418.0,-12.0,1.0,2.0,3.0,19249.0,4.0,32.1,33.3,1508.3,1596.2,0.10959168881372312,0.16303454940806958,0.4871536470767245,0.4968052983844082
1,0.0,18216.0,459.0,759.0,28.0,5.0,9.0,5.0,17457.0,9.0,31.1,28.3,1648.6,1602.7,0.24817588789562695,0.07047596037690265,0.5149380756004426,0.4447197506270206
1,0.0,18614.0,640.0,278.0,-10.0,3.0,6.0,2.0,18336.0,1.0,30.6,31.6,1623.4,1559.4,0.14875573810099058,0.12863010388982848,0.5248697743902093,0.4800004254073944
0,0.0,16592.0,1790.0,847.0,36.0,4.0,7.0,6.0,15745.0,5.0,28.6,25.0,1718.1,1539.1,0.12969316259966174,0.20930176371104134,0.4973574511821356,0.4733964853894877
0,1.0,19473.0,640.0,246.0,-2.0,2.0,1.0,1.0,19227.0,2.0,33.6,33.8,1621.4,1557.4,0.16247885962792946,0.1828460980913264,0.5096052809293465,0.5023680212141448
0,0.0,17962.0,-2783.0,-1523.0,6.0,3.0,2.0,7.0,19485.0,10.0,31.7,31.1,1564.3,1842.6,0.16052186518482725,0.13662720463880165,0.489726085299805,0.5238369240268399
1,0.0,18505.0,520.0,208.0,11.0,3.0,2.0,2.0,18297.0,1.0,32.7,31.6,1617.3,1565.3,0.22036723846339693,0.14810340661995652,0.4851962125925936,0.5003803037423711
1,1.0,19931.0,3018.0,2851.0,22.0,5.0,11.0,1.0,17080.0,3.0,33.2,31.0,1741.6,1439.8,0.22778448900700654,0.1998308770234356,0.5294543344195853,0.4939374127180785
0,1.0,18170.0,150.0,-1218.0,-46.0,4.0,10.0,1.0,19388.0,2.0,30.4,35.0,1630.6,1615.6,0.1870500120802126,0.16052186518482725,0.5132235660171471,0.4943574830878909
0,0.0,18034.0,-2086.0,-1148.0,-26.0,0.0,0.0,2.0,19182.0,3.0,32.3,34.9,1445.3,1653.9,0.15085769509543367,0.2410727228799227,0.4879974267364252,0.5079981031852109
1,0.0,19693.0,1081.0,1111.0,30.0,1.0,1.0,1.0,18582.0,0.0,34.6,31.6,1599.3,1491.2,0.2365547233631312,0.14952887170814205,0.516340868064619,0.4847920812980588
0,0.0,19267.0,-1797.0,-788.0,-16.0,0.0,0.0,3.0,20055.0,3.0,33.5,35.1,1488.5,1668.2,0.19325924136264802,0.20067649190625755,0.5163212721469135,0.4978196473555324
1,0.0,18257.0,-1356.0,-268.0,-23.0,0.0,0.0,1.0,18525.0,2.0,31.7,34.0,1434.0,1569.6,0.11845856487074173,0.14493839091568012,0.5061328714757071,0.5035071354838673
0,0.0,17909.0,-202.0,-822.0,-33.0,4.0,5.0,4.0,18731.0,2.0,28.9,32.2,1641.5,1661.7,0.19859869533703794,0.1718531046146412,0.5083587728990089,0.5106233392672438
1,1.0,20031.0,1718.0,1993.0,52.0,3.0,3.0,2.0,18038.0,3.0,36.3,31.1,1689.0,1517.2,0.25566561971490703,0.17917371345735686,0.4987386612841071,0.5091840796740941
1,1.0,18209.0,338.0,-195.0,-10.0,1.0,4.0,0.0,18404.0,0.0,33.2,34.2,1524.0,1490.2,0.239139888862044,0.1610775549649674,0.4934735068372194,0.5001615060543518
1,0.0,18095.0,707.0,536.0,6.0,3.0,6.0,4.0,17559.0,7.0,30.8,30.2,1686.5,1615.8,0.16032858178303938,0.21002657646774586,0.4979112776332051,0.4959041251316997
1,1.0,17976.0,-172.0,-1417.0,12.0,3.0,6.0,4.0,19393.0,11.0,33.7,32.5,1629.6,1646.8,0.2135056776999275,0.14539743899492633,0.506416300175467,0.4849322095651288
0,1.0,17981.0,-19.0,-659.0,-8.0,1.0,1.0,1.0,18640.0,2.0,31.8,32.6,1530.5,1532.4,0.18127567045179996,0.16247885962792946,0.5168870574021531,0.4862753247998765
1,0.0,17736.0,-80.0,-314.0,-32.0,2.0,3.0,1.0,18050.0,2.0,30.0,33.2,1523.6,1531.6,0.16926793911572846,0.2320850446967867,0.4997381498376582,0.509286055459597
1,1.0,17918.0,658.0,-96.0,8.0,3.0,7.0,2.0,18014.0,6.0,31.8,31.0,1578.6,1512.8,0.2050495288717081,0.1679632761536603,0.4933731295038221,0.5031340504571649
0,0.0,19106.0,492.0,238.0,-27.0,3.0,7.0,1.0,18868.0,1.0,32.5,35.2,1611.5,1562.3,0.11857936699685916,0.19768059917854552,0.5026607744536581,0.5146137312959027
1,1.0,19603.0,788.0,394.0,2.0,4.0,6.0,2.0,19209.0,2.0,35.0,34.8,1690.7,1611.9,0.2135056776999275,0.17318192800193286,0.5048057610380459,0.5027411882312867
0,0.0,17836.0,-1120.0,-2226.0,-27.0,0.0,0.0,1.0,20062.0,1.0,33.6,36.3,1548.4,1660.4,0.1690021744382701,0.19760811790287508,0.4978843538699904,0.5093085619300862
0,1.0,19334.0,266.0,-184.0,11.0,0.0,0.0,0.0,19518.0,0.0,36.6,35.5,1543.8,1517.2,0.16020777965692196,0.16380768301522106,0.5126650570525539,0.500869993414243
1,1.0,18139.0,876.0,-991.0,-67.0,5.0,7.0,1.0,19130.0,1.0,28.9,35.6,1652.6,1565.0,0.13812515100265765,0.2153177095916888,0.5148188907195846,0.5273259824833442
0,0.0,18850.0,-1836.0,-596.0,-2.0,0.0,0.0,3.0,19446.0,4.0,34.2,34.4,1489.0,1672.6,0.2169847789321092,0.10125634211162117,0.4817589757261339,0.5074307572580468
0,0.0,19495.0,49.0,2017.0,-9.0,3.0,6.0,2.0,17478.0,2.0,31.2,32.1,1570.5,1565.6,0.14486590964000967,0.2077554964967384,0.4901041643748424,0.5133261417927649
1,1.0,20154.0,1622.0,1525.0,21.0,4.0,4.0,0.0,18629.0,0.0,33.8,31.7,1656.0,1493.8,0.20944672626238225,0.11507610533945398,0.5066352307353601,0.4967836185622166
0,1.0,18155.0,751.0,488.0,10.0,2.0,3.0,1.0,17667.0,1.0,32.9,31.9,1551.0,1475.9,0.2513650640251269,0.13921237013771445,0.4965919127731006,0.4927357295813642
0,1.0,16425.0,2009.0,-600.0,-3.0,6.0,8.0,1.0,17025.0,1.0,27.4,27.7,1627.0,1426.1,0.13302730128050255,0.10157042763952644,0.4858253161375928,0.4812474966543007
0,0.0,17878.0,-1314.0,-1375.0,-10.0,3.0,2.0,6.0,19253.0,8.0,30.9,31.9,1605.7,1737.1,0.12911331239429813,0.2338729161633245,0.5045847153689109,0.5160941479271286
1,0.0,19700.0,452.0,1045.0,4.0,2.0,2.0,2.0,18655.0,2.0,34.4,34.0,1637.3,1592.1,0.15938632519932353,0.17209470886687606,0.4928419749058662,0.5027323360783932
1,1.0,18364.0,541.0,-48.0,1.0,4.0,6.0,4.0,18412.0,6.0,32.6,32.5,1714.0,1659.9,0.15996617540468713,0.234549408069582,0.4938657086052797,0.5034375372464746
1,1.0,18713.0,980.0,990.0,-5.0,3.0,5.0,0.0,17723.0,0.0,31.7,32.2,1573.2,1475.2,0.23483933317226385,0.15527905291133126,0.5161691940502434,0.4772536450995133
0,0.0,18220.0,-2612.0,-1394.0,-3.0,0.0,0.0,3.0,19614.0,2.0,33.3,33.6,1497.7,1758.9,0.12133365547233632,0.07559797052428123,0.4831380167666761,0.4946944619402059
1,1.0,19266.0,1451.0,1293.0,14.0,2.0,2.0,0.0,17973.0,0.0,32.8,31.4,1589.5,1444.4,0.13800434887654026,0.13764194249818798,0.4616771734031833,0.4669544561768323
1,1.0,18233.0,662.0,-10.0,-35.0,3.0,8.0,0.0,18243.0,0.0,30.7,34.2,1603.9,1537.7,0.13802850930176372,0.24525247644358544,0.5041732632409859,0.49866521485532106
0,0.0,18742.0,-1105.0,19.0,-54.0,2.0,1.0,1.0,18723.0,2.0,29.3,34.7,1471.3,1581.8,0.1952645566561972,0.16076346943706207,0.4943724646948627,0.4816585935948614
0,0.0,17734.0,-1941.0,-1422.0,-37.0,1.0,3.0,3.0,19156.0,2.0,29.7,33.4,1450.8,1644.9,0.15873399371828945,0.22126117419666586,0.5167026028656554,0.5028841397140039
0,0.0,17498.0,-437.0,-557.0,-13.0,0.0,0.0,0.0,18055.0,0.0,31.6,32.9,1419.3,1463.0,0.15583474269147138,0.21128291857936704,0.4753232063096398,0.5040187561443463
0,0.0,18171.0,-1431.0,-433.0,-44.0,2.0,1.0,3.0,18604.0,6.0,28.8,33.2,1481.0,1624.1,0.12179270355158253,0.2085527905291133,0.4801451746396132,0.5126983148534425
1,0.0,17002.0,-565.0,-411.0,-22.0,3.0,6.0,4.0,17413.0,9.0,26.5,28.7,1513.6,1570.1,0.09917854554240156,0.2180961584923895,0.5217345665318324,0.4998144090602134
