gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT02/1810482,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1810482?gameHash=104d3fc0831d3524,LCS,2021,Spring,1,2021-04-11 23:58:05,4,11.05,8,Red,mid,Jensen,Team Liquid,Viktor,Nidalee,Senna,Jinx,Malphite,Ryze,2350,0,3,1,3,7,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1787,0.5106,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,25495,650.9362,0.453164,312.1277,377.0043,16,0.4085,6,0.1532,5,25.0,0.6383,14777,9707,247.8383,0.251977,14675.0,,345.0,323.0,22,14,0,8.8085,3428.0,4749.0,96.0,3470.0,4822.0,99.0,-42.0,-73.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,5389.0,7739.0,162.0,5465.0,7699.0,161.0,-76.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02/1810482,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1810482?gameHash=104d3fc0831d3524,LCS,2021,Spring,1,2021-04-11 23:58:05,4,11.05,9,Red,bot,Tactical,Team Liquid,Xayah,Nidalee,Senna,Jinx,Malphite,Ryze,2350,0,1,3,4,7,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1787,0.5106,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,11535,294.5106,0.20503000000000002,417.9319,222.9957,18,0.4596,12,0.3064,6,37.0,0.9447,15290,10220,260.9362,0.265293,15325.0,,374.0,335.0,39,32,5,9.5489,3151.0,3199.0,86.0,3338.0,3348.0,92.0,-187.0,-149.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,5010.0,5747.0,145.0,5375.0,5999.0,155.0,-365.0,-252.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02/1810482,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1810482?gameHash=104d3fc0831d3524,LCS,2021,Spring,1,2021-04-11 23:58:05,4,11.05,10,Red,sup,CoreJJ,Team Liquid,Rell,Nidalee,Senna,Jinx,Malphite,Ryze,2350,0,0,3,5,7,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1787,0.5106,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4940,126.1277,0.0878066,334.5702,600.766,51,1.3021,18,0.4596,15,111.0,2.834,7948,2878,73.4809,0.0747151,7925.0,,44.0,44.0,0,0,0,1.1234,2105.0,2764.0,18.0,2138.0,2376.0,16.0,-33.0,388.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3110.0,3685.0,27.0,3117.0,3468.0,24.0,-7.0,217.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02/1810482,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1810482?gameHash=104d3fc0831d3524,LCS,2021,Spring,1,2021-04-11 23:58:05,4,11.05,100,Blue,team,,Cloud9,,Seraphine,Gangplank,Orianna,Renekton,Sylas,2350,1,13,7,31,13,7,2.0,0.0,0.0,0.0,1.0,,,,0.3319,0.5106,0.0,5.0,1.0,4.0,1.0,0.0,3.0,1.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,4.0,1.0,1.0,3.0,0.0,67588,1725.6511,,2332.9021,3266.8596,149,3.8043,72,1.8383,47,356.0,9.0894,71607,46259,1181.0809,,66025.0,0.044909,,1033.0,283,194,24,33.6,15915.0,19210.0,367.0,15329.0,19495.0,365.0,586.0,-285.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,24380.0,30741.0,585.0,23856.0,31193.0,591.0,524.0,-452.0,-6.0,1.0,1.0,0.0,0.0,0.0,1.0
ESPORTSTMNT02/1810482,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1810482?gameHash=104d3fc0831d3524,LCS,2021,Spring,1,2021-04-11 23:58:05,4,11.05,200,Red,team,,Team Liquid,,Nidalee,Senna,Jinx,Malphite,Ryze,2350,0,7,13,18,7,13,1.0,0.0,0.0,0.0,0.0,,,,0.1787,0.5106,1.0,1.0,5.0,1.0,4.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,11.0,0.0,0.0,0.0,3.0,56260,1436.4255,,2526.6383,2843.4128,123,3.1404,66,1.6851,51,290.0,7.4043,63873,38525,983.617,,63125.0,-0.044909,,1024.0,285,190,11,33.4213,15329.0,19495.0,365.0,15915.0,19210.0,367.0,-586.0,285.0,-2.0,0.0,0.0,1.0,1.0,1.0,0.0,23856.0,31193.0,591.0,24380.0,30741.0,585.0,-524.0,452.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0
ESPORTSTMNT02/1810483,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1810483?gameHash=21116d4b2cb14512,LCS,2021,Spring,1,2021-04-12 01:19:15,5,11.05,1,Blue,top,Alphari,Team Liquid,Cho'Gath,Nidalee,Lillia,Orianna,Xayah,Karma,1655,0,2,7,2,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2538,0.9789,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,12936,468.9789,0.226927,1012.6042,914.1752,17,0.6163,6,0.2175,9,32.0,1.1601,8127,4475,162.2356,0.194152,7975.0,,178.0,178.0,0,0,0,6.4532,2978.0,3976.0,71.0,3240.0,4383.0,80.0,-262.0,-407.0,-9.0,0.0,0.0,2.0,0.0,1.0,1.0,4943.0,7052.0,121.0,5142.0,7245.0,126.0,-199.0,-193.0,-5.0,1.0,0.0,3.0,1.0,1.0,2.0
ESPORTSTMNT02/1810483,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1810483?gameHash=21116d4b2cb14512,LCS,2021,Spring,1,2021-04-12 01:19:15,5,11.05,2,Blue,jng,Armao,Team Liquid,Hecarim,Nidalee,Lillia,Orianna,Xayah,Karma,1655,0,2,4,4,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2538,0.9789,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,3814,138.2719,0.06690639999999999,907.7946,678.0181,10,0.3625,4,0.145,7,28.0,1.0151,7851,4199,152.2296,0.182178,8325.0,,136.0,12.0,124,83,4,4.9305,2776.0,2857.0,57.0,3386.0,3528.0,72.0,-610.0,-671.0,-15.0,0.0,0.0,1.0,0.0,1.0,0.0,4307.0,5228.0,95.0,4900.0,5468.0,108.0,-593.0,-240.0,-13.0,0.0,0.0,1.0,0.0,3.0,0.0
ESPORTSTMNT02/1810483,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1810483?gameHash=21116d4b2cb14512,LCS,2021,Spring,1,2021-04-12 01:19:15,5,11.05,3,Blue,mid,Jensen,Team Liquid,Viktor,Nidalee,Lillia,Orianna,Xayah,Karma,1655,0,1,2,6,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2538,0.9789,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,20389,739.1782,0.35767,307.5045,372.7251,11,0.3988,1,0.0363,2,12.0,0.435,9835,6183,224.1571,0.268252,9350.0,,235.0,226.0,9,9,0,8.5196,3344.0,5038.0,89.0,3701.0,4224.0,71.0,-357.0,814.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,5120.0,7903.0,141.0,5667.0,7270.0,118.0,-547.0,633.0,23.0,0.0,1.0,0.0,3.0,1.0,0.0
ESPORTSTMNT02/1810483,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1810483?gameHash=21116d4b2cb14512,LCS,2021,Spring,1,2021-04-12 01:19:15,5,11.05,4,Blue,bot,Tactical,Team Liquid,Kai'Sa,Nidalee,Lillia,Orianna,Xayah,Karma,1655,0,2,3,3,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2538,0.9789,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,17488,634.006,0.30678,369.3897,229.994,11,0.3988,6,0.2175,3,19.0,0.6888,10079,6427,233.003,0.278837,8875.0,,235.0,226.0,9,9,0,8.5196,3494.0,4162.0,95.0,3796.0,3817.0,93.0,-302.0,345.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5278.0,6457.0,148.0,5674.0,6310.0,154.0,-396.0,147.0,-6.0,0.0,0.0,0.0,1.0,0.0,0.0
ESPORTSTMNT02/1810483,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1810483?gameHash=21116d4b2cb14512,LCS,2021,Spring,1,2021-04-12 01:19:15,5,11.05,5,Blue,sup,CoreJJ,Team Liquid,Rell,Nidalee,Lillia,Orianna,Xayah,Karma,1655,0,0,4,4,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2538,0.9789,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2378,86.2115,0.0417156,366.5619,442.8399,41,1.4864,16,0.5801,16,75.0,2.719,5417,1765,63.9879,0.0765813,5300.0,,34.0,34.0,0,0,0,1.2326,2102.0,1674.0,14.0,2132.0,2459.0,14.0,-30.0,-785.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3060.0,2947.0,21.0,3130.0,3784.0,19.0,-70.0,-837.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0
ESPORTSTMNT02/1810483,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1810483?gameHash=21116d4b2cb14512,LCS,2021,Spring,1,2021-04-12 01:19:15,5,11.05,6,Red,top,Fudge,Cloud9,Sion,Seraphine,Gangplank,Thresh,Gnar,Camille,1655,1,5,2,10,20,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7251,0.9789,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,13122,475.7221,0.219678,689.9094,1065.426,14,0.5076,7,0.2538,7,30.0,1.0876,11438,7786,282.2719,0.20609899999999998,10045.0,,197.0,185.0,12,8,4,7.142,3240.0,4383.0,80.0,2978.0,3976.0,71.0,262.0,407.0,9.0,0.0,1.0,1.0,0.0,0.0,2.0,5142.0,7245.0,126.0,4943.0,7052.0,121.0,199.0,193.0,5.0,1.0,1.0,2.0,1.0,0.0,3.0
ESPORTSTMNT02/1810483,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1810483?gameHash=21116d4b2cb14512,LCS,2021,Spring,1,2021-04-12 01:19:15,5,11.05,7,Red,jng,Blaber,Cloud9,Udyr,Seraphine,Gangplank,Thresh,Gnar,Camille,1655,1,0,1,10,20,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7251,0.9789,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,3599,130.4773,0.0602515,962.5378,975.7341,9,0.3263,7,0.2538,9,36.0,1.3051,10254,6602,239.3474,0.174758,8625.0,,205.0,35.0,170,90,27,7.432,3386.0,3528.0,72.0,2776.0,2857.0,57.0,610.0,671.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,4900.0,5468.0,108.0,4307.0,5228.0,95.0,593.0,240.0,13.0,0.0,3.0,0.0,0.0,0.0,1.0
ESPORTSTMNT02/1810483,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1810483?gameHash=21116d4b2cb14512,LCS,2021,Spring,1,2021-04-12 01:19:15,5,11.05,8,Red,mid,Perkz,Cloud9,Sylas,Seraphine,Gangplank,Thresh,Gnar,Camille,1655,1,10,2,6,20,8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7251,0.9789,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,19497,706.8399,0.326402,823.5045,505.994,15,0.5438,4,0.145,5,27.0,0.9789,13789,10137,367.5045,0.268329,12425.0,,206.0,179.0,27,17,5,7.4683,3701.0,4224.0,71.0,3344.0,5038.0,89.0,357.0,-814.0,-18.0,2.0,0.0,0.0,0.0,0.0,0.0,5667.0,7270.0,118.0,5120.0,7903.0,141.0,547.0,-633.0,-23.0,3.0,1.0,0.0,0.0,1.0,0.0
ESPORTSTMNT02/1810483,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1810483?gameHash=21116d4b2cb14512,LCS,2021,Spring,1,2021-04-12 01:19:15,5,11.05,9,Red,bot,Zven,Cloud9,Tristana,Seraphine,Gangplank,Thresh,Gnar,Camille,1655,1,5,0,7,20,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7251,0.9789,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,18797,681.4622,0.314684,268.7492,336.7976,31,1.1239,17,0.6163,5,71.0,2.574,13833,10181,369.0997,0.269494,11875.0,,293.0,247.0,46,18,27,10.6224,3796.0,3817.0,93.0,3494.0,4162.0,95.0,302.0,-345.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,5674.0,6310.0,154.0,5278.0,6457.0,148.0,396.0,-147.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02/1810483,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1810483?gameHash=21116d4b2cb14512,LCS,2021,Spring,1,2021-04-12 01:19:15,5,11.05,10,Red,sup,Vulcan,Cloud9,Alistar,Seraphine,Gangplank,Thresh,Gnar,Camille,1655,1,0,3,8,20,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7251,0.9789,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4718,171.0453,0.07898480000000001,411.9154,441.5347,34,1.2326,8,0.29,14,65.0,2.3565,6724,3072,111.3716,0.0813203,5300.0,,29.0,29.0,0,0,0,1.0514,2132.0,2459.0,14.0,2102.0,1674.0,14.0,30.0,785.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3130.0,3784.0,19.0,3060.0,2947.0,21.0,70.0,837.0,-2.0,0.0,2.0,0.0,0.0,0.0,1.0
ESPORTSTMNT02/1810483,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1810483?gameHash=21116d4b2cb14512,LCS,2021,Spring,1,2021-04-12 01:19:15,5,11.05,100,Blue,team,,Team Liquid,,Nidalee,Lillia,Orianna,Xayah,Karma,1655,0,7,20,19,7,20,0.0,0.0,0.0,0.0,0.0,,,,0.2538,0.9789,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,57005,2066.6465,,2963.855,2637.7523,90,3.2628,33,1.1964,37,166.0,6.0181,41309,23050,835.6495,,39825.0,-0.191725,,676.0,142,101,4,29.6556,14694.0,17707.0,326.0,16255.0,18411.0,330.0,-1561.0,-704.0,-4.0,0.0,0.0,3.0,3.0,3.0,1.0,22708.0,29587.0,526.0,24513.0,30077.0,525.0,-1805.0,-490.0,1.0,1.0,1.0,5.0,5.0,7.0,2.0
ESPORTSTMNT02/1810483,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1810483?gameHash=21116d4b2cb14512,LCS,2021,Spring,1,2021-04-12 01:19:15,5,11.05,200,Red,team,,Cloud9,,Seraphine,Gangplank,Thresh,Gnar,Camille,1655,1,20,8,41,20,8,2.0,0.0,0.0,0.0,1.0,,,,0.7251,0.9789,1.0,4.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,9.0,0.0,1.0,1.0,2.0,0.0,59733,2165.5468,,3156.6163,3325.4864,103,3.7341,43,1.5589,40,229.0,8.3021,56038,37779,1369.6314,,48270.0,0.191725,,675.0,255,133,63,33.716,16255.0,18411.0,330.0,14694.0,17707.0,326.0,1561.0,704.0,4.0,3.0,3.0,1.0,0.0,0.0,3.0,24513.0,30077.0,525.0,22708.0,29587.0,526.0,1805.0,490.0,-1.0,5.0,7.0,2.0,1.0,1.0,5.0
ESPORTSTMNT02/1932682,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1932682?gameHash=12860a4a6f473686,LCS,2021,Summer,0,2021-06-04 22:02:02,1,11.11,1,Blue,top,Alphari,Team Liquid,Lee Sin,Varus,Lucian,Gwen,Leona,Nautilus,2670,0,2,3,9,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0.764,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,19115,429.5506,0.15390299999999998,866.9213,1428.8764,24,0.5393,14,0.3146,9,51.0,1.1461,16414,10692,240.2697,0.22995700000000002,16455.0,,392.0,376.0,16,7,0,8.809,3199.0,4869.0,90.0,3190.0,4828.0,87.0,9.0,41.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5162.0,7958.0,152.0,5352.0,7734.0,143.0,-190.0,224.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02/1932682,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1932682?gameHash=12860a4a6f473686,LCS,2021,Summer,0,2021-06-04 22:02:02,1,11.11,2,Blue,jng,Santorin,Team Liquid,Volibear,Varus,Lucian,Gwen,Leona,Nautilus,2670,0,1,6,11,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0.764,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,17799,399.9775,0.143307,1047.7753,1160.4494,14,0.3146,16,0.3596,15,56.0,1.2584,12274,6552,147.236,0.140913,12250.0,,190.0,32.0,158,116,4,4.2697,2969.0,3200.0,63.0,3169.0,3527.0,68.0,-200.0,-327.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,4660.0,5377.0,97.0,4727.0,5848.0,110.0,-67.0,-471.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02/1932682,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1932682?gameHash=12860a4a6f473686,LCS,2021,Summer,0,2021-06-04 22:02:02,1,11.11,3,Blue,mid,Jensen,Team Liquid,Sylas,Varus,Lucian,Gwen,Leona,Nautilus,2670,0,8,3,6,17,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0.764,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,25410,571.0112,0.204586,838.9888,669.9551,14,0.3146,5,0.1124,3,45.0,1.0112,18467,12745,286.4045,0.274113,16525.0,,375.0,359.0,16,16,0,8.427,3129.0,4896.0,84.0,3103.0,4508.0,81.0,26.0,388.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5695.0,7912.0,141.0,4859.0,7389.0,136.0,836.0,523.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02/1932682,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1932682?gameHash=12860a4a6f473686,LCS,2021,Summer,0,2021-06-04 22:02:02,1,11.11,4,Blue,bot,Tactical,Team Liquid,Ezreal,Varus,Lucian,Gwen,Leona,Nautilus,2670,0,6,3,8,17,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.382,0.764,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,54100,1215.7303,0.43558100000000005,698.8764,739.5506,22,0.4944,12,0.2697,8,50.0,1.1236,19179,13457,302.4045,0.289427,16800.0,,417.0,361.0,56,46,6,9.3708,3439.0,3463.0,95.0,3086.0,3430.0,77.0,353.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5187.0,5489.0,137.0,4996.0,6199.0,122.0,191.0,-710.0,15.0,0.0,1.0,1.0,1.0,0.0,1.0
ESPORTSTMNT02/1932682,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1932682?gameHash=12860a4a6f473686,LCS,2021,Summer,0,2021-06-04 22:02:02,1,11.11,5,Blue,sup,CoreJJ,Team Liquid,Karma,Varus,Lucian,Gwen,Leona,Nautilus,2670,0,0,2,12,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0.764,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,7778,174.7865,0.06262380000000001,309.1685,229.2809,62,1.3933,18,0.4045,17,116.0,2.6067,8772,3050,68.5393,0.0655913,8225.0,,27.0,24.0,3,3,0,0.6067,2069.0,2527.0,3.0,1995.0,2291.0,12.0,74.0,236.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.0,3609.0,5.0,2821.0,3003.0,15.0,209.0,606.0,-10.0,0.0,1.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02/1932682,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1932682?gameHash=12860a4a6f473686,LCS,2021,Summer,0,2021-06-04 22:02:02,1,11.11,6,Red,top,Huni,TSM,Nocturne,Senna,Renekton,Udyr,Xin Zhao,Orianna,2670,1,1,4,6,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0.764,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,23396,525.7528,0.174723,920.4045,889.0787,24,0.5393,5,0.1124,10,61.0,1.3708,17632,11910,267.6404,0.219982,18100.0,,359.0,318.0,41,31,8,8.0674,3190.0,4828.0,87.0,3199.0,4869.0,90.0,-9.0,-41.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,5352.0,7734.0,143.0,5162.0,7958.0,152.0,190.0,-224.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02/1932682,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1932682?gameHash=12860a4a6f473686,LCS,2021,Summer,0,2021-06-04 22:02:02,1,11.11,7,Red,jng,Spica,TSM,Rumble,Senna,Renekton,Udyr,Xin Zhao,Orianna,2670,1,6,3,7,17,17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0.764,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,40942,920.0449,0.305759,943.6854,893.3483,16,0.3596,10,0.2247,15,53.0,1.191,17221,11499,258.4045,0.21239,13865.0,,254.0,48.0,206,128,16,5.7079,3169.0,3527.0,68.0,2969.0,3200.0,63.0,200.0,327.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4727.0,5848.0,110.0,4660.0,5377.0,97.0,67.0,471.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02/1932682,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1932682?gameHash=12860a4a6f473686,LCS,2021,Summer,0,2021-06-04 22:02:02,1,11.11,8,Red,mid,PowerOfEvil,TSM,Viego,Senna,Renekton,Udyr,Xin Zhao,Orianna,2670,1,4,3,10,17,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0.764,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,27963,628.382,0.20883000000000002,676.809,1427.0562,18,0.4045,13,0.2921,14,56.0,1.2584,16930,11208,251.8652,0.207015,15700.0,,304.0,284.0,20,9,3,6.8315,3103.0,4508.0,81.0,3129.0,4896.0,84.0,-26.0,-388.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,4859.0,7389.0,136.0,5695.0,7912.0,141.0,-836.0,-523.0,-5.0,0.0,0.0,0.0,1.0,0.0,0.0
ESPORTSTMNT02/1932682,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1932682?gameHash=12860a4a6f473686,LCS,2021,Summer,0,2021-06-04 22:02:02,1,11.11,9,Red,bot,Lost,TSM,Tristana,Senna,Renekton,Udyr,Xin Zhao,Orianna,2670,1,5,3,7,17,17,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.382,0.764,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,26620,598.2022,0.198801,557.5056,275.0562,26,0.5843,25,0.5618,13,77.0,1.7303,19107,13385,300.7865,0.247227,19175.0,,384.0,339.0,45,35,0,8.6292,3086.0,3430.0,77.0,3439.0,3463.0,95.0,-353.0,-33.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,4996.0,6199.0,122.0,5187.0,5489.0,137.0,-191.0,710.0,-15.0,1.0,0.0,1.0,0.0,1.0,1.0
ESPORTSTMNT02/1932682,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1932682?gameHash=12860a4a6f473686,LCS,2021,Summer,0,2021-06-04 22:02:02,1,11.11,10,Red,sup,SwordArt,TSM,Rell,Senna,Renekton,Udyr,Xin Zhao,Orianna,2670,1,1,4,14,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0.764,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,14982,336.6742,0.11188699999999999,610.4045,811.7528,64,1.4382,9,0.2022,18,119.0,2.6742,11861,6139,137.9551,0.11338599999999999,9650.0,,40.0,36.0,4,0,0,0.8989,1995.0,2291.0,12.0,2069.0,2527.0,3.0,-74.0,-236.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2821.0,3003.0,15.0,3030.0,3609.0,5.0,-209.0,-606.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0
