gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT02/1685926,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685926?gameHash=2bb80ccad921e9c2,LCS,2021,Spring,0,2021-02-06 02:09:06,1,11.02,3,Blue,mid,Ablazeolive,Golden Guardians,Syndra,Twisted Fate,Seraphine,Renekton,Senna,Thresh,1852,0,0,4,1,5,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162,0.6479,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,4468,144.7516,0.217241,405.324,199.1145,14,0.4536,4,0.1296,6,33.0,1.0691,9303,5249,170.054,0.176533,8685.0,,234.0,215.0,19,16,0,7.581,3247.0,4738.0,86.0,3276.0,4864.0,89.0,-29.0,-126.0,-3.0,0.0,1.0,0.0,0.0,0.0,0.0,5058.0,7126.0,136.0,5237.0,7820.0,140.0,-179.0,-694.0,-4.0,0.0,1.0,1.0,0.0,1.0,0.0
ESPORTSTMNT02/1685926,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685926?gameHash=2bb80ccad921e9c2,LCS,2021,Spring,0,2021-02-06 02:09:06,1,11.02,4,Blue,bot,Stixxay,Golden Guardians,Kai'Sa,Twisted Fate,Seraphine,Renekton,Senna,Thresh,1852,0,1,3,0,5,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162,0.6479,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5684,184.1469,0.276365,379.1145,225.4536,12,0.3888,7,0.2268,7,28.0,0.9071,10735,6681,216.4471,0.22469099999999997,10650.0,,273.0,265.0,8,8,0,8.8445,3269.0,2932.0,89.0,3512.0,3636.0,96.0,-243.0,-704.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,5118.0,5138.0,143.0,6240.0,6349.0,159.0,-1122.0,-1211.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02/1685926,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685926?gameHash=2bb80ccad921e9c2,LCS,2021,Spring,0,2021-02-06 02:09:06,1,11.02,5,Blue,sup,Newbie,Golden Guardians,Leona,Twisted Fate,Seraphine,Renekton,Senna,Thresh,1852,0,1,1,2,5,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162,0.6479,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1251,40.5292,0.0608256,319.0821,425.54,58,1.879,15,0.486,22,84.0,2.7214,6845,2791,90.4212,0.0938713,6600.0,,39.0,39.0,0,0,0,1.2635,2059.0,2518.0,14.0,2233.0,2191.0,14.0,-174.0,327.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3419.0,4011.0,26.0,3202.0,2995.0,19.0,217.0,1016.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0
ESPORTSTMNT02/1685926,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685926?gameHash=2bb80ccad921e9c2,LCS,2021,Spring,0,2021-02-06 02:09:06,1,11.02,6,Red,top,Fudge,Cloud9,Jax,Pantheon,Olaf,Jayce,Rell,Alistar,1852,1,4,2,6,15,6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.486,0.6479,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,12670,410.4752,0.25918,549.4924,496.6847,15,0.486,6,0.1944,6,32.0,1.0367,12832,8778,284.3844,0.225417,12843.0,,241.0,226.0,15,4,0,7.8078,3899.0,4194.0,66.0,2961.0,3767.0,57.0,938.0,427.0,9.0,2.0,2.0,1.0,0.0,2.0,4.0,5497.0,6427.0,112.0,5347.0,6170.0,98.0,150.0,257.0,14.0,2.0,2.0,2.0,0.0,3.0,4.0
ESPORTSTMNT02/1685926,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685926?gameHash=2bb80ccad921e9c2,LCS,2021,Spring,0,2021-02-06 02:09:06,1,11.02,7,Red,jng,Blaber,Cloud9,Taliyah,Pantheon,Olaf,Jayce,Rell,Alistar,1852,1,5,2,6,15,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.486,0.6479,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8533,276.4471,0.17455299999999999,606.3175,328.8013,17,0.5508,7,0.2268,7,53.0,1.7171,12165,8111,262.7754,0.20828899999999997,10925.0,,235.0,34.0,201,146,2,7.6134,4110.0,4207.0,78.0,4455.0,4973.0,89.0,-345.0,-766.0,-11.0,2.0,2.0,0.0,2.0,0.0,0.0,6246.0,7376.0,127.0,7085.0,7254.0,127.0,-839.0,122.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0
ESPORTSTMNT02/1685926,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685926?gameHash=2bb80ccad921e9c2,LCS,2021,Spring,0,2021-02-06 02:09:06,1,11.02,8,Red,mid,Perkz,Cloud9,Azir,Pantheon,Olaf,Jayce,Rell,Alistar,1852,1,2,0,6,15,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486,0.6479,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,12088,391.6199,0.24727399999999997,216.3175,203.5205,12,0.3888,17,0.5508,6,38.0,1.2311,12638,8584,278.0994,0.220435,11600.0,,281.0,268.0,13,9,4,9.1037,3276.0,4864.0,89.0,3247.0,4738.0,86.0,29.0,126.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,5237.0,7820.0,140.0,5058.0,7126.0,136.0,179.0,694.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0
ESPORTSTMNT02/1685926,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685926?gameHash=2bb80ccad921e9c2,LCS,2021,Spring,0,2021-02-06 02:09:06,1,11.02,9,Red,bot,Zven,Cloud9,Miss Fortune,Pantheon,Olaf,Jayce,Rell,Alistar,1852,1,4,0,3,15,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486,0.6479,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,13028,422.0734,0.26650300000000005,123.1425,236.4039,19,0.6156,15,0.486,9,64.0,2.0734,14450,10396,336.8035,0.266965,12175.0,,324.0,300.0,24,16,4,10.4968,3512.0,3636.0,96.0,3269.0,2932.0,89.0,243.0,704.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6240.0,6349.0,159.0,5118.0,5138.0,143.0,1122.0,1211.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02/1685926,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685926?gameHash=2bb80ccad921e9c2,LCS,2021,Spring,0,2021-02-06 02:09:06,1,11.02,10,Red,sup,Vulcan,Cloud9,Galio,Pantheon,Olaf,Jayce,Rell,Alistar,1852,1,0,2,6,15,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486,0.6479,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2566,83.1317,0.052490499999999995,235.8855,389.2549,57,1.8467,7,0.2268,19,90.0,2.9158,7126,3072,99.5248,0.07889349999999999,7125.0,,27.0,27.0,0,0,0,0.8747,2233.0,2191.0,14.0,2059.0,2518.0,14.0,174.0,-327.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3202.0,2995.0,19.0,3419.0,4011.0,26.0,-217.0,-1016.0,-7.0,0.0,1.0,1.0,0.0,1.0,0.0
ESPORTSTMNT02/1685926,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685926?gameHash=2bb80ccad921e9c2,LCS,2021,Spring,0,2021-02-06 02:09:06,1,11.02,100,Blue,team,,Golden Guardians,,Twisted Fate,Seraphine,Renekton,Senna,Thresh,1852,0,5,15,7,5,15,0.0,0.0,0.0,0.0,0.0,,,,0.162,0.6479,0.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,8.0,0.0,1.0,0.0,1.0,20567,666.3175,,2441.5011,2470.7235,106,3.4341,42,1.3607,48,209.0,6.7711,50004,29736,963.3693,,47743.0,-0.135239,,790.0,237,177,7,33.2721,15991.0,18928.0,335.0,17030.0,19092.0,343.0,-1039.0,-164.0,-8.0,2.0,3.0,4.0,4.0,5.0,2.0,26027.0,29699.0,530.0,26422.0,30967.0,557.0,-395.0,-1268.0,-27.0,3.0,5.0,5.0,5.0,6.0,3.0
ESPORTSTMNT02/1685926,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685926?gameHash=2bb80ccad921e9c2,LCS,2021,Spring,0,2021-02-06 02:09:06,1,11.02,200,Red,team,,Cloud9,,Pantheon,Olaf,Jayce,Rell,Alistar,1852,1,15,6,27,15,6,0.0,0.0,0.0,0.0,1.0,,,,0.486,0.6479,1.0,4.0,1.0,4.0,1.0,1.0,2.0,0.0,1.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,8.0,3.0,1.0,0.0,1.0,0.0,48885,1583.7473,,1731.1555,1654.6652,120,3.8877,52,1.6847,47,277.0,8.9741,59211,38943,1261.6523,,54668.0,0.135239,,855.0,253,175,10,35.8963,17030.0,19092.0,343.0,15991.0,18928.0,335.0,1039.0,164.0,8.0,4.0,5.0,2.0,2.0,3.0,4.0,26422.0,30967.0,557.0,26027.0,29699.0,530.0,395.0,1268.0,27.0,5.0,6.0,3.0,3.0,5.0,5.0
ESPORTSTMNT02/1685939,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685939?gameHash=018fba1b86592eff,LCS,2021,Spring,0,2021-02-06 03:07:21,1,11.02,1,Blue,top,FakeGod,Dignitas,Gnar,Seraphine,Pantheon,Renekton,Irelia,Camille,2037,1,3,5,10,21,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6186,1.0898,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,14888,438.5272,0.192967,687.7467,827.1281,16,0.4713,5,0.1473,8,49.0,1.4433,12551,8120,239.1753,0.178305,11825.0,,224.0,223.0,1,1,0,6.5979,3245.0,4788.0,83.0,3347.0,4873.0,87.0,-102.0,-85.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,4924.0,7181.0,119.0,5597.0,7785.0,135.0,-673.0,-604.0,-16.0,1.0,0.0,1.0,0.0,1.0,0.0
ESPORTSTMNT02/1685939,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685939?gameHash=018fba1b86592eff,LCS,2021,Spring,0,2021-02-06 03:07:21,1,11.02,2,Blue,jng,Dardoch,Dignitas,Udyr,Seraphine,Pantheon,Renekton,Irelia,Camille,2037,1,1,3,13,21,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6186,1.0898,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7861,231.5464,0.101888,910.9278,1545.891,9,0.2651,15,0.4418,10,60.0,1.7673,11675,7244,213.3726,0.15906900000000002,10950.0,,187.0,27.0,160,92,12,5.5081,3463.0,4082.0,80.0,3146.0,3395.0,67.0,317.0,687.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5261.0,6483.0,118.0,4771.0,5875.0,108.0,490.0,608.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02/1685939,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685939?gameHash=018fba1b86592eff,LCS,2021,Spring,0,2021-02-06 03:07:21,1,11.02,3,Blue,mid,Soligo,Dignitas,Orianna,Seraphine,Pantheon,Renekton,Irelia,Camille,2037,1,5,4,11,21,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6186,1.0898,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,18695,550.6627,0.24231100000000003,322.2091,282.1797,11,0.324,4,0.1178,6,21.0,0.6186,14550,10119,298.056,0.2222,12200.0,,292.0,263.0,29,20,9,8.6009,3412.0,4794.0,96.0,3668.0,4937.0,90.0,-256.0,-143.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5676.0,7959.0,161.0,5800.0,7630.0,133.0,-124.0,329.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0
ESPORTSTMNT02/1685939,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685939?gameHash=018fba1b86592eff,LCS,2021,Spring,0,2021-02-06 03:07:21,1,11.02,4,Blue,bot,Neo,Dignitas,Kai'Sa,Seraphine,Pantheon,Renekton,Irelia,Camille,2037,1,12,1,6,21,16,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6186,1.0898,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,31332,922.8866,0.406102,566.0383,353.1959,18,0.5302,12,0.3535,11,51.0,1.5022,20636,16205,477.3196,0.355842,18225.0,,336.0,304.0,32,16,8,9.8969,3119.0,3262.0,81.0,3620.0,3190.0,89.0,-501.0,72.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,5889.0,5756.0,135.0,5411.0,5173.0,148.0,478.0,583.0,-13.0,1.0,0.0,0.0,0.0,0.0,1.0
ESPORTSTMNT02/1685939,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685939?gameHash=018fba1b86592eff,LCS,2021,Spring,0,2021-02-06 03:07:21,1,11.02,5,Blue,sup,aphromoo,Dignitas,Alistar,Seraphine,Pantheon,Renekton,Irelia,Camille,2037,1,0,3,18,21,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6186,1.0898,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4377,128.9249,0.056731399999999994,384.5655,505.3903,35,1.0309,8,0.2356,13,85.0,2.5037,8283,3852,113.461,0.084584,7375.0,,25.0,25.0,0,0,0,0.7364,2064.0,2361.0,14.0,2215.0,2596.0,13.0,-151.0,-235.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3034.0,3546.0,17.0,3293.0,3998.0,22.0,-259.0,-452.0,-5.0,0.0,2.0,0.0,0.0,0.0,1.0
ESPORTSTMNT02/1685939,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685939?gameHash=018fba1b86592eff,LCS,2021,Spring,0,2021-02-06 03:07:21,1,11.02,6,Red,top,Finn,Counter Logic Gaming,Aatrox,Azir,Olaf,Thresh,Leona,Gangplank,2037,0,1,4,5,16,21,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4713,1.0898,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,13572,399.7644,0.197952,978.8807,798.1738,12,0.3535,5,0.1473,3,30.0,0.8837,11886,7455,219.5876,0.187462,10575.0,,263.0,226.0,37,23,6,7.7467,3347.0,4873.0,87.0,3245.0,4788.0,83.0,102.0,85.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5597.0,7785.0,135.0,4924.0,7181.0,119.0,673.0,604.0,16.0,0.0,1.0,0.0,1.0,0.0,1.0
ESPORTSTMNT02/1685939,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685939?gameHash=018fba1b86592eff,LCS,2021,Spring,0,2021-02-06 03:07:21,1,11.02,7,Red,jng,Griffin,Counter Logic Gaming,Lillia,Azir,Olaf,Thresh,Leona,Gangplank,2037,0,4,2,6,16,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4713,1.0898,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,11064,325.891,0.16137200000000002,804.8012,440.5596,10,0.2946,6,0.1767,6,29.0,0.8542,12510,8079,237.9676,0.203153,11850.0,,225.0,52.0,173,121,11,6.6274,3146.0,3395.0,67.0,3463.0,4082.0,80.0,-317.0,-687.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,4771.0,5875.0,108.0,5261.0,6483.0,118.0,-490.0,-608.0,-10.0,0.0,0.0,0.0,0.0,2.0,0.0
ESPORTSTMNT02/1685939,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685939?gameHash=018fba1b86592eff,LCS,2021,Spring,0,2021-02-06 03:07:21,1,11.02,8,Red,mid,rjs,Counter Logic Gaming,Twisted Fate,Azir,Olaf,Thresh,Leona,Gangplank,2037,0,4,4,8,16,21,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4713,1.0898,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,16951,499.2931,0.247236,713.6082,341.7084,11,0.324,6,0.1767,2,36.0,1.0604,13081,8650,254.7865,0.21751199999999998,12935.0,,241.0,229.0,12,5,4,7.0987,3668.0,4937.0,90.0,3412.0,4794.0,96.0,256.0,143.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,5800.0,7630.0,133.0,5676.0,7959.0,161.0,124.0,-329.0,-28.0,1.0,0.0,0.0,0.0,1.0,0.0
ESPORTSTMNT02/1685939,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685939?gameHash=018fba1b86592eff,LCS,2021,Spring,0,2021-02-06 03:07:21,1,11.02,9,Red,bot,WildTurtle,Counter Logic Gaming,Xayah,Azir,Olaf,Thresh,Leona,Gangplank,2037,0,6,5,7,16,21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4713,1.0898,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,23122,681.0604,0.337242,475.2283,240.8837,6,0.1767,5,0.1473,1,12.0,0.3535,17228,12797,376.9367,0.321793,18555.0,,375.0,343.0,32,28,4,11.0457,3620.0,3190.0,89.0,3119.0,3262.0,81.0,501.0,-72.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5411.0,5173.0,148.0,5889.0,5756.0,135.0,-478.0,-583.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0
ESPORTSTMNT02/1685939,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685939?gameHash=018fba1b86592eff,LCS,2021,Spring,0,2021-02-06 03:07:21,1,11.02,10,Red,sup,Smoothie,Counter Logic Gaming,Rell,Azir,Olaf,Thresh,Leona,Gangplank,2037,0,1,6,8,16,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4713,1.0898,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3853,113.4904,0.056197300000000006,444.4183,592.0766,55,1.62,7,0.2062,17,71.0,2.0913,7218,2787,82.0913,0.0700802,6875.0,,30.0,30.0,0,0,0,0.8837,2215.0,2596.0,13.0,2064.0,2361.0,14.0,151.0,235.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3293.0,3998.0,22.0,3034.0,3546.0,17.0,259.0,452.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0
ESPORTSTMNT02/1685939,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685939?gameHash=018fba1b86592eff,LCS,2021,Spring,0,2021-02-06 03:07:21,1,11.02,100,Blue,team,,Dignitas,,Seraphine,Pantheon,Renekton,Irelia,Camille,2037,1,21,16,58,21,16,3.0,2.0,0.0,0.0,0.0,,,,0.6186,1.0898,0.0,2.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,11.0,3.0,0.0,1.0,5.0,0.0,77153,2272.5479,,2871.4875,3513.785,89,2.6215,44,1.296,48,266.0,7.8351,67695,45540,1341.3844,,60575.0,-0.00354303,,842.0,222,129,29,31.3402,15303.0,19287.0,354.0,15996.0,18991.0,346.0,-693.0,296.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,24784.0,30925.0,550.0,24872.0,30461.0,546.0,-88.0,464.0,4.0,2.0,5.0,1.0,1.0,1.0,2.0
ESPORTSTMNT02/1685939,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1685939?gameHash=018fba1b86592eff,LCS,2021,Spring,0,2021-02-06 03:07:21,1,11.02,200,Red,team,,Counter Logic Gaming,,Azir,Olaf,Thresh,Leona,Gangplank,2037,0,16,21,34,16,21,2.0,0.0,0.0,0.0,1.0,,,,0.4713,1.0898,1.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,11.0,1.0,0.0,0.0,5.0,68562,2019.4993,,3416.9367,2413.4021,94,2.7688,29,0.8542,29,178.0,5.243,61923,39768,1171.3697,,60790.0,0.00354303,,880.0,254,177,25,33.4021,15996.0,18991.0,346.0,15303.0,19287.0,354.0,693.0,-296.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,24872.0,30461.0,546.0,24784.0,30925.0,550.0,88.0,-464.0,-4.0,1.0,1.0,2.0,2.0,5.0,1.0
ESPORTSTMNT02/1686283,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1686283?gameHash=1ec2d40239919df4,LCS,2021,Spring,0,2021-02-06 20:33:00,1,11.02,1,Blue,top,Licorice,FlyQuest,Camille,Renekton,Xayah,Udyr,Gragas,Ryze,2038,0,5,7,4,14,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4122,1.0599,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,24289,715.0834,0.305568,1104.8773,1087.213,17,0.5005,8,0.2355,8,42.0,1.2365,11225,6792,199.9607,0.194786,10685.0,,199.0,179.0,20,7,4,5.8587,3211.0,4150.0,65.0,3671.0,4670.0,67.0,-460.0,-520.0,-2.0,0.0,1.0,1.0,2.0,1.0,1.0,4827.0,5942.0,84.0,5566.0,7683.0,116.0,-739.0,-1741.0,-32.0,2.0,1.0,2.0,2.0,2.0,2.0
ESPORTSTMNT02/1686283,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1686283?gameHash=1ec2d40239919df4,LCS,2021,Spring,0,2021-02-06 20:33:00,1,11.02,2,Blue,jng,Josedeodo,FlyQuest,Taliyah,Renekton,Xayah,Udyr,Gragas,Ryze,2038,0,4,4,9,14,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4122,1.0599,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,20536,604.5927,0.258353,683.6114,266.8793,10,0.2944,8,0.2355,8,44.0,1.2954,12535,8102,238.528,0.232356,13350.0,,218.0,36.0,182,133,1,6.4181,3630.0,4104.0,72.0,3598.0,3675.0,67.0,32.0,429.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,5321.0,6597.0,113.0,5245.0,5957.0,103.0,76.0,640.0,10.0,1.0,2.0,2.0,1.0,2.0,1.0
ESPORTSTMNT02/1686283,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1686283?gameHash=1ec2d40239919df4,LCS,2021,Spring,0,2021-02-06 20:33:00,1,11.02,3,Blue,mid,Palafox,FlyQuest,Twisted Fate,Renekton,Xayah,Udyr,Gragas,Ryze,2038,0,3,4,8,14,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4122,1.0599,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,12456,366.7125,0.156703,676.6634,428.8616,14,0.4122,1,0.0294,5,24.0,0.7066,12897,8464,249.1855,0.242738,12925.0,,244.0,240.0,4,4,0,7.1835,3244.0,4319.0,73.0,3463.0,5053.0,93.0,-219.0,-734.0,-20.0,0.0,0.0,1.0,0.0,1.0,0.0,5074.0,6813.0,115.0,5647.0,7720.0,137.0,-573.0,-907.0,-22.0,0.0,2.0,2.0,2.0,1.0,0.0
ESPORTSTMNT02/1686283,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1686283?gameHash=1ec2d40239919df4,LCS,2021,Spring,0,2021-02-06 20:33:00,1,11.02,4,Blue,bot,Johnsun,FlyQuest,Senna,Renekton,Xayah,Udyr,Gragas,Ryze,2038,0,2,4,8,14,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4122,1.0599,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,18356,540.4122,0.23092800000000002,401.894,202.9048,17,0.5005,14,0.4122,7,50.0,1.472,13488,9055,266.5849,0.259687,13425.0,,298.0,288.0,10,10,0,8.7733,3376.0,3396.0,91.0,3326.0,3420.0,93.0,50.0,-24.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,5458.0,5737.0,146.0,5521.0,5918.0,150.0,-63.0,-181.0,-4.0,0.0,1.0,0.0,1.0,0.0,0.0
ESPORTSTMNT02/1686283,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1686283?gameHash=1ec2d40239919df4,LCS,2021,Spring,0,2021-02-06 20:33:00,1,11.02,5,Blue,sup,Diamond,FlyQuest,Alistar,Renekton,Xayah,Udyr,Gragas,Ryze,2038,0,0,3,9,14,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4122,1.0599,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3851,113.3759,0.0484476,438.8714,544.0922,49,1.4426,13,0.3827,11,87.0,2.5613,6889,2456,72.3062,0.0704328,6225.0,,37.0,37.0,0,0,0,1.0893,2057.0,2364.0,15.0,2012.0,2590.0,11.0,45.0,-226.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,4009.0,23.0,3089.0,4361.0,22.0,161.0,-352.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
