gameId,blueChampions,blueWins,blueFirstBlood,blueFirstBloodAssist,blueTotalGold,blueTotalExperience,blueTotalCS,blueGoldDiff,blueExperienceDiff,blueCsdiffat10,blueKills,blueAssists,blueDeaths,redChampions,redFirstBloodAssist,redTotalGold,redTotalExperience,redTotalCS,redAssists
ESPORTSTMNT03/2001495,"[('Lee Sin', 'top'), ('Diana', 'jng'), ('Renekton', 'mid'), ('Ezreal', 'bot'), ('Karma', 'sup')]",0,0.0,0.0,15481.0,19229.0,369.0,782.0,990.0,40.0,0.0,0.0,0.0,"[('Viego', 'top'), ('Gragas', 'jng'), ('Nocturne', 'mid'), ('Tristana', 'bot'), ('Nautilus', 'sup')]",0.0,14699.0,18239.0,329.0,0.0
ESPORTSTMNT03/1991444,"[('Kennen', 'top'), ('Rumble', 'jng'), ('Renekton', 'mid'), (""Kai'Sa"", 'bot'), ('Nautilus', 'sup')]",1,1.0,0.0,15089.0,19199.0,347.0,443.0,651.0,18.0,0.0,0.0,0.0,"[('Volibear', 'top'), ('Diana', 'jng'), ('Viego', 'mid'), ('Ezreal', 'bot'), ('Leona', 'sup')]",0.0,14646.0,18548.0,329.0,0.0
NA1/3948623522,"[('Viego', 'top'), ('Xin Zhao', 'jng'), ('Syndra', 'mid'), ('Ezreal', 'bot'), ('Bard', 'sup')]",0,1.0,0.0,15233.0,17832.0,295.0,-989.0,-1355.0,-27.0,2.0,3.0,3.0,"[('Sett', 'top'), ('Rumble', 'jng'), ('Seraphine', 'mid'), ('Tristana', 'bot'), ('Rakan', 'sup')]",0.0,16222.0,19187.0,322.0,5.0
NA1/3948603539,"[('Lee Sin', 'top'), ('Gragas', 'jng'), ('Sett', 'mid'), ('Tristana', 'bot'), ('Lulu', 'sup')]",1,1.0,0.0,14788.0,17486.0,280.0,-113.0,-1058.0,-10.0,1.0,1.0,0.0,"[('Karma', 'top'), ('Hecarim', 'jng'), ('Gwen', 'mid'), ('Senna', 'bot'), ('Sion', 'sup')]",0.0,14901.0,18544.0,290.0,0.0
NA1/3948393921,"[('Lee Sin', 'top'), ('Volibear', 'jng'), ('Karma', 'mid'), ('Ezreal', 'bot'), ('Nautilus', 'sup')]",0,0.0,0.0,16112.0,18686.0,324.0,1096.0,780.0,8.0,3.0,4.0,1.0,"[('Gwen', 'top'), ('Xin Zhao', 'jng'), ('Corki', 'mid'), ('Sivir', 'bot'), ('Lulu', 'sup')]",0.0,15016.0,17906.0,316.0,0.0
NA1/3948473717,"[('Renekton', 'top'), ('Volibear', 'jng'), ('Karma', 'mid'), ('Ezreal', 'bot'), ('Braum', 'sup')]",0,1.0,0.0,15436.0,18479.0,296.0,-155.0,63.0,-23.0,3.0,6.0,2.0,"[('Gangplank', 'top'), ('Xin Zhao', 'jng'), ('Nocturne', 'mid'), ('Seraphine', 'bot'), ('Leona', 'sup')]",0.0,15591.0,18416.0,319.0,2.0
NA1/3948563661,"[('Viego', 'top'), ('Volibear', 'jng'), ('Ryze', 'mid'), ('Ashe', 'bot'), ('Lulu', 'sup')]",1,0.0,0.0,19541.0,19536.0,296.0,3810.0,3019.0,35.0,10.0,12.0,5.0,"[('Gwen', 'top'), ('Ivern', 'jng'), ('Lee Sin', 'mid'), ('Ezreal', 'bot'), ('Thresh', 'sup')]",0.0,15731.0,16517.0,261.0,8.0
NA1/3948443798,"[('Nocturne', 'top'), ('Rumble', 'jng'), ('Viego', 'mid'), ('Ezreal', 'bot'), ('Leona', 'sup')]",1,1.0,0.0,17941.0,18919.0,307.0,3941.0,3074.0,82.0,7.0,14.0,3.0,"[('Renekton', 'top'), ('Udyr', 'jng'), ('Azir', 'mid'), ('Ashe', 'bot'), ('Karma', 'sup')]",0.0,14000.0,15845.0,225.0,6.0
NA1/3948344111,"[('Volibear', 'top'), ('Udyr', 'jng'), ('Viktor', 'mid'), ('Varus', 'bot'), ('Karma', 'sup')]",1,1.0,0.0,16253.0,18896.0,321.0,-571.0,171.0,39.0,4.0,6.0,6.0,"[('Sett', 'top'), ('Xin Zhao', 'jng'), ('Orianna', 'mid'), ('Ezreal', 'bot'), ('Soraka', 'sup')]",0.0,16824.0,18725.0,282.0,9.0
NA1/3948603580,"[('Wukong', 'top'), ('Xin Zhao', 'jng'), ('Azir', 'mid'), ('Ezreal', 'bot'), ('Sett', 'sup')]",0,0.0,0.0,14593.0,17465.0,309.0,-3029.0,-1537.0,-6.0,1.0,1.0,5.0,"[('Sylas', 'top'), ('Nocturne', 'jng'), ('Jayce', 'mid'), ('Varus', 'bot'), ('Karma', 'sup')]",0.0,17622.0,19002.0,315.0,4.0
ESPORTSTMNT03/1991482,"[('Gangplank', 'top'), ('Diana', 'jng'), ('Lee Sin', 'mid'), ('Ezreal', 'bot'), ('Alistar', 'sup')]",0,0.0,0.0,15754.0,18484.0,313.0,-2462.0,-290.0,3.0,3.0,4.0,6.0,"[('Camille', 'top'), ('Rumble', 'jng'), ('Sett', 'mid'), (""Kai'Sa"", 'bot'), ('Leona', 'sup')]",0.0,18216.0,18774.0,310.0,4.0
ESPORTSTMNT03/2001551,"[('Lee Sin', 'top'), ('Xin Zhao', 'jng'), ('Akali', 'mid'), ('Xayah', 'bot'), ('Rell', 'sup')]",0,1.0,0.0,14853.0,17336.0,327.0,-946.0,-1321.0,-7.0,1.0,0.0,3.0,"[('Kled', 'top'), ('Vi', 'jng'), ('Galio', 'mid'), ('Tristana', 'bot'), ('Rakan', 'sup')]",0.0,15799.0,18657.0,334.0,3.0
NA1/3948443961,"[('Nocturne', 'top'), ('Fiddlesticks', 'jng'), ('Tristana', 'mid'), ('Jinx', 'bot'), ('Rell', 'sup')]",0,1.0,0.0,16563.0,19194.0,324.0,1016.0,1071.0,-6.0,4.0,4.0,2.0,"[('Lee Sin', 'top'), ('Yasuo', 'jng'), ('Diana', 'mid'), ('Ezreal', 'bot'), ('Braum', 'sup')]",0.0,15547.0,18123.0,330.0,2.0
NA1/3948394156,"[('Lee Sin', 'top'), ('Jarvan IV', 'jng'), ('Gwen', 'mid'), ('Tristana', 'bot'), ('Lulu', 'sup')]",1,1.0,0.0,14747.0,16242.0,275.0,-1092.0,-1202.0,23.0,1.0,2.0,4.0,"[('Sett', 'top'), ('Hecarim', 'jng'), ('Akali', 'mid'), ('Jinx', 'bot'), ('Karma', 'sup')]",0.0,15839.0,17444.0,252.0,6.0
NA1/3948434032,"[('Viego', 'top'), ('Karthus', 'jng'), ('Sett', 'mid'), ('Varus', 'bot'), ('Thresh', 'sup')]",0,1.0,0.0,17487.0,19233.0,320.0,1158.0,965.0,24.0,6.0,8.0,3.0,"[('Gwen', 'top'), ('Hecarim', 'jng'), ('Corki', 'mid'), ('Ezreal', 'bot'), ('Yuumi', 'sup')]",0.0,16329.0,18268.0,296.0,5.0
NA1/3948623814,"[('Gangplank', 'top'), ('Viego', 'jng'), ('Viktor', 'mid'), ('Varus', 'bot'), ('Seraphine', 'sup')]",0,1.0,0.0,14943.0,16781.0,289.0,-2354.0,-1888.0,-14.0,1.0,2.0,7.0,"[('Lucian', 'top'), ('Rumble', 'jng'), ('Renekton', 'mid'), ('Ziggs', 'bot'), ('Leona', 'sup')]",0.0,17297.0,18669.0,303.0,9.0
NA1/3948314209,"[('Darius', 'top'), ('Rumble', 'jng'), ('Nocturne', 'mid'), (""Kai'Sa"", 'bot'), ('Nautilus', 'sup')]",1,0.0,0.0,15497.0,18673.0,332.0,524.0,582.0,48.0,2.0,2.0,2.0,"[('Vladimir', 'top'), ('Viego', 'jng'), ('Sett', 'mid'), ('Ezreal', 'bot'), ('Alistar', 'sup')]",0.0,14973.0,18091.0,284.0,3.0
NA1/3948623843,"[('Gwen', 'top'), ('Xin Zhao', 'jng'), ('Orianna', 'mid'), ('Ezreal', 'bot'), ('Braum', 'sup')]",0,0.0,0.0,14062.0,16759.0,304.0,-2027.0,-2291.0,-18.0,0.0,0.0,3.0,"[('Camille', 'top'), ('Lee Sin', 'jng'), ('Viktor', 'mid'), ('Sivir', 'bot'), ('Nautilus', 'sup')]",0.0,16089.0,19050.0,322.0,6.0
NA1/3948603785,"[('Lee Sin', 'top'), ('Xin Zhao', 'jng'), ('Zoe', 'mid'), ('Ezreal', 'bot'), ('Rakan', 'sup')]",1,1.0,0.0,15742.0,17951.0,295.0,399.0,64.0,19.0,2.0,2.0,2.0,"[('Sett', 'top'), ('Volibear', 'jng'), ('Orianna', 'mid'), ('Senna', 'bot'), ('Tahm Kench', 'sup')]",0.0,15343.0,17887.0,276.0,3.0
NA1/3948354194,"[('Sett', 'top'), ('Diana', 'jng'), ('Yasuo', 'mid'), ('Ezreal', 'bot'), ('Nautilus', 'sup')]",0,0.0,0.0,14462.0,17477.0,294.0,-2633.0,-2585.0,-22.0,1.0,2.0,6.0,"[('Poppy', 'top'), ('Xin Zhao', 'jng'), ('Akali', 'mid'), ('Varus', 'bot'), ('Galio', 'sup')]",0.0,17095.0,20062.0,316.0,3.0
ESPORTSTMNT03/2001574,"[('Rumble', 'top'), ('Xin Zhao', 'jng'), ('Viktor', 'mid'), ('Ezreal', 'bot'), ('Nautilus', 'sup')]",1,1.0,0.0,15759.0,18407.0,348.0,947.0,-208.0,1.0,1.0,2.0,0.0,"[('Gnar', 'top'), ('Diana', 'jng'), ('Viego', 'mid'), ('Lucian', 'bot'), ('Leona', 'sup')]",0.0,14812.0,18615.0,347.0,0.0
ESPORTSTMNT03/1991520,"[('Akali', 'top'), ('Gwen', 'jng'), ('Lucian', 'mid'), ('Ezreal', 'bot'), ('Alistar', 'sup')]",1,1.0,0.0,15671.0,18898.0,347.0,616.0,-617.0,-1.0,1.0,2.0,0.0,"[('Wukong', 'top'), ('Rumble', 'jng'), ('Sett', 'mid'), ('Miss Fortune', 'bot'), ('Galio', 'sup')]",0.0,15055.0,19515.0,348.0,0.0
NA1/3948314440,"[('Gangplank', 'top'), ('Hecarim', 'jng'), ('Zilean', 'mid'), ('Ezreal', 'bot'), ('Yuumi', 'sup')]",0,0.0,0.0,13607.0,16650.0,231.0,-2955.0,-524.0,-47.0,2.0,2.0,6.0,"[('Sylas', 'top'), ('Rumble', 'jng'), ('Tristana', 'mid'), ('Varus', 'bot'), ('Thresh', 'sup')]",0.0,16562.0,17174.0,278.0,10.0
NA1/3948624095,"[('Sett', 'top'), ('Xin Zhao', 'jng'), ('Viktor', 'mid'), ('Ezreal', 'bot'), ('Nautilus', 'sup')]",1,1.0,0.0,18454.0,17595.0,273.0,3694.0,2080.0,55.0,10.0,10.0,5.0,"[('Gangplank', 'top'), ('Karthus', 'jng'), ('Lee Sin', 'mid'), ('Seraphine', 'bot'), ('Taric', 'sup')]",0.0,14760.0,15515.0,218.0,7.0
ESPORTSTMNT03/2001607,"[('Lee Sin', 'top'), ('Sejuani', 'jng'), ('Sylas', 'mid'), (""Kog'Maw"", 'bot'), ('Lulu', 'sup')]",0,0.0,0.0,15115.0,17705.0,282.0,-2042.0,-631.0,-22.0,3.0,4.0,4.0,"[('Nocturne', 'top'), ('Xin Zhao', 'jng'), ('Ryze', 'mid'), ('Senna', 'bot'), ('Ziggs', 'sup')]",0.0,17157.0,18336.0,304.0,5.0
ESPORTSTMNT03/1991537,"[('Gwen', 'top'), ('Tahm Kench', 'bot'), ('Sett', 'mid'), ('Udyr', 'jng'), ('Senna', 'sup')]",1,1.0,0.0,15538.0,19588.0,332.0,621.0,649.0,-11.0,0.0,0.0,0.0,"[('Aatrox', 'top'), ('Rumble', 'jng'), ('Lucian', 'mid'), ('Ezreal', 'bot'), ('Rakan', 'sup')]",0.0,14917.0,18939.0,343.0,0.0
NA1/3948624372,"[('Renekton', 'top'), ('Xin Zhao', 'jng'), ('Ryze', 'mid'), ('Senna', 'bot'), ('Wukong', 'sup')]",1,1.0,0.0,18221.0,18769.0,291.0,2685.0,1697.0,39.0,9.0,14.0,5.0,"[('Nocturne', 'top'), ('Ekko', 'jng'), ('Viego', 'mid'), ('Ashe', 'bot'), ('Yuumi', 'sup')]",0.0,15536.0,17072.0,252.0,3.0
NA1/3948344909,"[('Lee Sin', 'top'), ('Viego', 'jng'), ('Orianna', 'mid'), (""Kai'Sa"", 'bot'), ('Lulu', 'sup')]",1,1.0,0.0,16355.0,18448.0,290.0,1277.0,129.0,-12.0,4.0,6.0,0.0,"[('Sett', 'top'), ('Xin Zhao', 'jng'), ('Sylas', 'mid'), ('Tristana', 'bot'), ('Karma', 'sup')]",0.0,15078.0,18319.0,302.0,0.0
NA1/3948354684,"[('Ornn', 'top'), ('Rumble', 'jng'), ('Lucian', 'mid'), ('Varus', 'bot'), ('Karma', 'sup')]",1,1.0,0.0,18362.0,20033.0,328.0,3965.0,1961.0,93.0,8.0,7.0,3.0,"[('Kayle', 'top'), ('Viego', 'jng'), ('Gangplank', 'mid'), ('Tristana', 'bot'), ('Soraka', 'sup')]",0.0,14397.0,18072.0,235.0,2.0
NA1/3948434580,"[('Kled', 'top'), ('Rumble', 'jng'), ('Tristana', 'mid'), ('Miss Fortune', 'bot'), ('Thresh', 'sup')]",1,1.0,0.0,15661.0,18670.0,311.0,-240.0,-481.0,34.0,2.0,2.0,4.0,"[('Renekton', 'top'), ('Kindred', 'jng'), ('Lulu', 'mid'), ('Senna', 'bot'), ('Tahm Kench', 'sup')]",0.0,15901.0,19151.0,277.0,2.0
NA1/3948224963,"[('Akali', 'top'), ('Volibear', 'jng'), ('Lee Sin', 'mid'), ('Ezreal', 'bot'), ('Karma', 'sup')]",1,1.0,0.0,15665.0,18006.0,300.0,481.0,-77.0,-9.0,3.0,7.0,2.0,"[('Kled', 'top'), ('Xin Zhao', 'jng'), ('Nocturne', 'mid'), ('Ziggs', 'bot'), ('Nautilus', 'sup')]",0.0,15184.0,18083.0,309.0,3.0
NA1/3948624388,"[('Irelia', 'top'), ('Volibear', 'jng'), ('Karma', 'mid'), ('Sivir', 'bot'), ('Nautilus', 'sup')]",0,0.0,0.0,15361.0,18063.0,300.0,-493.0,-459.0,-3.0,3.0,3.0,4.0,"[('Renekton', 'top'), ('Rumble', 'jng'), ('Jayce', 'mid'), ('Ezreal', 'bot'), ('Rakan', 'sup')]",0.0,15854.0,18522.0,303.0,6.0
NA1/3948584215,"[('Lee Sin', 'top'), ('Gwen', 'jng'), ('LeBlanc', 'mid'), ('Ezreal', 'bot'), ('Thresh', 'sup')]",1,1.0,0.0,16263.0,18977.0,326.0,1024.0,376.0,33.0,4.0,5.0,2.0,"[('Gnar', 'top'), ('Xin Zhao', 'jng'), ('Sett', 'mid'), ('Syndra', 'bot'), ('Senna', 'sup')]",0.0,15239.0,18601.0,293.0,1.0
NA1/3948324916,"[('Lee Sin', 'top'), ('Nocturne', 'jng'), ('Neeko', 'mid'), ('Varus', 'bot'), ('Nautilus', 'sup')]",0,0.0,0.0,16144.0,16677.0,275.0,-2968.0,-2316.0,-17.0,4.0,8.0,10.0,"[('Sett', 'top'), ('Diana', 'jng'), ('Viktor', 'mid'), ('Ezreal', 'bot'), ('Rakan', 'sup')]",0.0,19112.0,18993.0,292.0,15.0
ESPORTSTMNT03/2001617,"[('Akali', 'top'), ('Nocturne', 'jng'), ('Viego', 'mid'), ('Ezreal', 'bot'), ('Braum', 'sup')]",0,0.0,0.0,15384.0,18746.0,319.0,-1013.0,-582.0,-42.0,2.0,2.0,2.0,"[('Camille', 'top'), ('Rumble', 'jng'), ('Lucian', 'mid'), ('Varus', 'bot'), ('Nautilus', 'sup')]",0.0,16397.0,19328.0,361.0,2.0
NA1/3948624586,"[('Vladimir', 'top'), ('Lee Sin', 'jng'), ('Sett', 'mid'), ('Tristana', 'bot'), ('Zyra', 'sup')]",1,1.0,0.0,15953.0,17707.0,287.0,897.0,-225.0,-1.0,3.0,6.0,2.0,"[('Volibear', 'top'), ('Udyr', 'jng'), ('Yone', 'mid'), ('Ezreal', 'bot'), ('Yuumi', 'sup')]",0.0,15056.0,17932.0,288.0,3.0
NA1/3948624603,"[('Gwen', 'top'), ('Xin Zhao', 'jng'), ('Karma', 'mid'), ('Kalista', 'bot'), ('Nautilus', 'sup')]",1,1.0,0.0,20184.0,18015.0,287.0,4030.0,1720.0,19.0,14.0,20.0,5.0,"[('Sett', 'top'), ('Rumble', 'jng'), ('Syndra', 'mid'), ('Ezreal', 'bot'), ('Yuumi', 'sup')]",0.0,16154.0,16295.0,268.0,8.0
NA1/3948634515,"[('Kled', 'top'), ('Hecarim', 'jng'), ('Akali', 'mid'), ('Samira', 'bot'), ('Nautilus', 'sup')]",1,0.0,0.0,15830.0,18909.0,280.0,-680.0,129.0,3.0,5.0,4.0,8.0,"[('Gragas', 'top'), ('Xin Zhao', 'jng'), ('Lee Sin', 'mid'), ('Jinx', 'bot'), ('Galio', 'sup')]",0.0,16510.0,18780.0,277.0,4.0
NA1/3948315026,"[('Gnar', 'top'), ('Fiddlesticks', 'jng'), ('Tristana', 'mid'), ('Ezreal', 'bot'), ('Rell', 'sup')]",0,0.0,0.0,16197.0,19115.0,309.0,-1481.0,288.0,24.0,4.0,1.0,6.0,"[('Ornn', 'top'), ('Kindred', 'jng'), ('Lulu', 'mid'), (""Kai'Sa"", 'bot'), ('Xerath', 'sup')]",0.0,17678.0,18827.0,285.0,10.0
NA1/3948325169,"[('Camille', 'top'), ('Rumble', 'jng'), ('Lee Sin', 'mid'), ('Ezreal', 'bot'), ('Nautilus', 'sup')]",1,1.0,0.0,16573.0,19194.0,316.0,933.0,285.0,-13.0,4.0,4.0,2.0,"[('Viego', 'top'), ('Diana', 'jng'), ('Syndra', 'mid'), ('Kalista', 'bot'), ('Rakan', 'sup')]",0.0,15640.0,18909.0,329.0,4.0
NA1/3948394980,"[('Jayce', 'top'), ('Xin Zhao', 'jng'), ('Zoe', 'mid'), ('Ezreal', 'bot'), ('Galio', 'sup')]",1,1.0,0.0,17886.0,19404.0,338.0,4466.0,3016.0,66.0,7.0,7.0,0.0,"[('Camille', 'top'), ('Volibear', 'jng'), ('Lulu', 'mid'), ('Jinx', 'bot'), ('Thresh', 'sup')]",0.0,13420.0,16388.0,272.0,0.0
NA1/3948564695,"[('Lee Sin', 'top'), ('Volibear', 'jng'), ('Sylas', 'mid'), ('Jinx', 'bot'), ('Karma', 'sup')]",0,1.0,0.0,15880.0,17031.0,276.0,-217.0,-1394.0,-19.0,4.0,3.0,5.0,"[('Sett', 'top'), ('Xin Zhao', 'jng'), ('Gwen', 'mid'), ('Ezreal', 'bot'), ('Alistar', 'sup')]",0.0,16097.0,18425.0,295.0,5.0
NA1/3948624676,"[('Nocturne', 'top'), ('Xin Zhao', 'jng'), ('Malzahar', 'mid'), ('Senna', 'bot'), (""Cho'Gath"", 'sup')]",0,0.0,0.0,15211.0,18333.0,270.0,-3953.0,-1063.0,-17.0,3.0,3.0,10.0,"[('Viego', 'top'), ('Hecarim', 'jng'), ('Ryze', 'mid'), ('Aphelios', 'bot'), ('Lulu', 'sup')]",0.0,19164.0,19396.0,287.0,19.0
NA1/3948355078,"[('Karma', 'top'), ('Xin Zhao', 'jng'), ('Viktor', 'mid'), ('Jinx', 'bot'), ('Thresh', 'sup')]",0,0.0,0.0,16342.0,17970.0,298.0,-1603.0,-2.0,37.0,5.0,9.0,8.0,"[('Lee Sin', 'top'), ('Gragas', 'jng'), ('Sett', 'mid'), ('Caitlyn', 'bot'), ('Seraphine', 'sup')]",0.0,17945.0,17972.0,261.0,12.0
NA1/3948345392,"[('Shen', 'top'), ('Viego', 'jng'), ('Akali', 'mid'), (""Kog'Maw"", 'bot'), ('Nautilus', 'sup')]",1,1.0,0.0,16099.0,19889.0,343.0,2146.0,2929.0,67.0,2.0,2.0,0.0,"[('Malphite', 'top'), ('Hecarim', 'jng'), ('Kassadin', 'mid'), ('Xayah', 'bot'), ('Galio', 'sup')]",0.0,13953.0,16960.0,276.0,0.0
NA1/3948315340,"[('Sett', 'top'), ('Rumble', 'jng'), ('Tristana', 'mid'), ('Sivir', 'bot'), ('Thresh', 'sup')]",1,1.0,0.0,16864.0,20432.0,332.0,1106.0,1466.0,29.0,4.0,2.0,2.0,"[('Renekton', 'top'), ('Viego', 'jng'), ('Seraphine', 'mid'), ('Ezreal', 'bot'), ('Xerath', 'sup')]",0.0,15758.0,18966.0,303.0,2.0
NA1/3948624936,"[('Viego', 'top'), ('Lillia', 'jng'), ('Ryze', 'mid'), ('Ezreal', 'bot'), ('Braum', 'sup')]",1,1.0,0.0,19521.0,18211.0,289.0,4018.0,1726.0,27.0,12.0,16.0,3.0,"[('Nocturne', 'top'), ('Xin Zhao', 'jng'), ('Gwen', 'mid'), ('Tristana', 'bot'), ('Nautilus', 'sup')]",0.0,15503.0,16485.0,262.0,7.0
NA1/3948395275,"[('Gwen', 'top'), ('Kindred', 'jng'), ('Lulu', 'mid'), ('Jinx', 'bot'), ('Galio', 'sup')]",1,0.0,0.0,16484.0,18262.0,309.0,110.0,115.0,4.0,4.0,5.0,5.0,"[('Akali', 'top'), ('Fiddlesticks', 'jng'), ('Nocturne', 'mid'), ('Ezreal', 'bot'), ('Gragas', 'sup')]",0.0,16374.0,18147.0,305.0,4.0
ESPORTSTMNT02/1970582,"[('Gnar', 'top'), ('Udyr', 'jng'), ('Sett', 'mid'), ('Ezreal', 'bot'), ('Gragas', 'sup')]",1,0.0,0.0,15798.0,18736.0,332.0,-920.0,-303.0,-3.0,2.0,3.0,2.0,"[('Jayce', 'top'), ('Diana', 'jng'), ('Lulu', 'mid'), ('Senna', 'bot'), ('Lee Sin', 'sup')]",0.0,16718.0,19039.0,335.0,1.0
7712-10440,"[('Kennen', 'top'), ('Udyr', 'jng'), ('Sett', 'mid'), ('Ezreal', 'bot'), ('Rakan', 'sup')]",0,1.0,0.0,,,,,,,,,,"[('Sylas', 'top'), ('Rumble', 'jng'), ('Viego', 'mid'), (""Kai'Sa"", 'bot'), ('Galio', 'sup')]",0.0,,,,
7711-10442,"[('Sett', 'top'), ('Volibear', 'jng'), ('Zoe', 'mid'), (""Kog'Maw"", 'bot'), ('Karma', 'sup')]",1,0.0,0.0,,,,,,,,,,"[('Aatrox', 'top'), ('Udyr', 'jng'), ('Galio', 'mid'), ('Ashe', 'bot'), ('Lulu', 'sup')]",0.0,,,,
7712-10441,"[('Camille', 'top'), ('Udyr', 'jng'), ('Sett', 'mid'), ('Ezreal', 'bot'), ('Rakan', 'sup')]",0,0.0,0.0,,,,,,,,,,"[('Aatrox', 'top'), ('Xin Zhao', 'jng'), ('Karma', 'mid'), ('Vayne', 'bot'), ('Galio', 'sup')]",0.0,,,,
7632-10443,"[('Lee Sin', 'top'), ('Diana', 'jng'), ('Sett', 'mid'), ('Ezreal', 'bot'), ('Leona', 'sup')]",0,0.0,0.0,,,,,,,,,,"[('Gwen', 'top'), ('Viego', 'jng'), ('Twisted Fate', 'mid'), ('Varus', 'bot'), ('Rakan', 'sup')]",0.0,,,,
7711-10446,"[('Shen', 'top'), ('Udyr', 'jng'), ('LeBlanc', 'mid'), (""Kog'Maw"", 'bot'), ('Lulu', 'sup')]",0,0.0,0.0,,,,,,,,,,"[('Sett', 'top'), ('Taliyah', 'jng'), ('Qiyana', 'mid'), ('Jhin', 'bot'), ('Karma', 'sup')]",0.0,,,,
7632-10444,"[('Lee Sin', 'top'), ('Udyr', 'jng'), ('Akali', 'mid'), ('Kalista', 'bot'), ('Senna', 'sup')]",0,0.0,0.0,,,,,,,,,,"[('Sett', 'top'), ('Diana', 'jng'), ('Viego', 'mid'), ('Ezreal', 'bot'), ('Tahm Kench', 'sup')]",0.0,,,,
7714-10445,"[('Nocturne', 'top'), ('Diana', 'jng'), ('Lucian', 'mid'), (""Kai'Sa"", 'bot'), ('Leona', 'sup')]",1,1.0,0.0,,,,,,,,,,"[('Aatrox', 'top'), ('Rumble', 'jng'), ('Viktor', 'mid'), ('Aphelios', 'bot'), ('Thresh', 'sup')]",0.0,,,,
ESPORTSTMNT02/1970597,"[('Lee Sin', 'top'), ('Volibear', 'jng'), ('Azir', 'mid'), ('Senna', 'bot'), ('Tahm Kench', 'sup')]",0,0.0,0.0,15791.0,18573.0,339.0,-417.0,-766.0,9.0,0.0,0.0,3.0,"[('Wukong', 'top'), ('Rumble', 'jng'), ('Jayce', 'mid'), ('Jinx', 'bot'), ('Thresh', 'sup')]",0.0,16208.0,19339.0,330.0,3.0
7632-10447,"[('Viego', 'top'), ('Lee Sin', 'jng'), ('Ryze', 'mid'), ('Kalista', 'bot'), ('Gragas', 'sup')]",0,0.0,0.0,,,,,,,,,,"[('Sett', 'top'), ('Volibear', 'jng'), ('Akali', 'mid'), ('Ezreal', 'bot'), ('Nautilus', 'sup')]",0.0,,,,
7714-10448,"[('Renekton', 'top'), ('Nidalee', 'jng'), ('Akali', 'mid'), ('Tristana', 'bot'), ('Thresh', 'sup')]",0,1.0,0.0,,,,,,,,,,"[('Aatrox', 'top'), ('Rumble', 'jng'), ('Lucian', 'mid'), (""Kai'Sa"", 'bot'), ('Alistar', 'sup')]",0.0,,,,
7633-10449,"[('Gwen', 'top'), ('Xin Zhao', 'jng'), ('Lulu', 'mid'), ('Jinx', 'bot'), ('Thresh', 'sup')]",1,0.0,0.0,,,,,,,,,,"[('Nocturne', 'top'), ('Udyr', 'jng'), ('Twisted Fate', 'mid'), ('Ezreal', 'bot'), ('Karma', 'sup')]",0.0,,,,
ESPORTSTMNT02/1960609,"[('Sett', 'top'), ('Udyr', 'jng'), ('Orianna', 'mid'), ('Kalista', 'bot'), ('Gragas', 'sup')]",0,0.0,0.0,15020.0,18858.0,343.0,-656.0,273.0,8.0,0.0,0.0,2.0,"[('Gwen', 'top'), ('Lee Sin', 'jng'), ('Galio', 'mid'), (""Kai'Sa"", 'bot'), ('Nautilus', 'sup')]",0.0,15676.0,18585.0,335.0,1.0
7713-10451,"[('Viego', 'top'), ('Rumble', 'jng'), ('Galio', 'mid'), ('Xayah', 'bot'), ('Rell', 'sup')]",0,0.0,0.0,,,,,,,,,,"[('Gnar', 'top'), ('Diana', 'jng'), ('Lee Sin', 'mid'), (""Kai'Sa"", 'bot'), ('Nautilus', 'sup')]",0.0,,,,
EUW1/5328903794,"[('Renekton', 'top'), ('Volibear', 'jng'), ('Orianna', 'mid'), ('Samira', 'bot'), ('Leona', 'sup')]",0,1.0,0.0,15425.0,18277.0,318.0,568.0,162.0,36.0,2.0,1.0,2.0,"[('Wukong', 'top'), ('Trundle', 'jng'), ('Rumble', 'mid'), ('Ezreal', 'bot'), ('Thresh', 'sup')]",0.0,14857.0,18115.0,282.0,2.0
EUW1/5329253445,"[('Aatrox', 'top'), ('Zac', 'jng'), ('Akali', 'mid'), (""Kog'Maw"", 'bot'), ('Lulu', 'sup')]",0,0.0,0.0,13507.0,16389.0,228.0,-2839.0,-2240.0,-71.0,1.0,2.0,5.0,"[('Wukong', 'top'), ('Xin Zhao', 'jng'), ('Viego', 'mid'), ('Seraphine', 'bot'), ('Karma', 'sup')]",0.0,16346.0,18629.0,299.0,4.0
EUW1/5328923883,"[('Akali', 'top'), ('Udyr', 'jng'), ('Tryndamere', 'mid'), ('Sivir', 'bot'), ('Karma', 'sup')]",0,1.0,0.0,16976.0,17655.0,268.0,1259.0,471.0,3.0,6.0,5.0,4.0,"[('Viego', 'top'), ('Jarvan IV', 'jng'), ('Galio', 'mid'), ('Varus', 'bot'), ('Soraka', 'sup')]",0.0,15717.0,17184.0,265.0,7.0
7714-10450,"[('Volibear', 'top'), ('Nidalee', 'jng'), ('Lucian', 'mid'), (""Kai'Sa"", 'bot'), ('Rakan', 'sup')]",0,0.0,0.0,,,,,,,,,,"[('Renekton', 'top'), ('Rumble', 'jng'), ('LeBlanc', 'mid'), ('Senna', 'bot'), ('Tahm Kench', 'sup')]",0.0,,,,
