,gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
36403,ESPORTSTMNT06/1180493,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180493?gameHash=9f6c30115acda65d,LCL,2020,Spring,0,2020-04-12 13:58:11,1,10.07,8,Red,mid,Sencux,Gambit Esports,Akali,Sett,Renekton,Syndra,Karthus,Elise,2043,1,2,2,7,12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3524,0.6755,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,17719.0,520.3818,0.287078,601.6153,368.2526,16.0,0.4699,4.0,0.1175,6.0,46.0,1.351,11304,6861.0,201.4978,0.191701,9700.0,,245.0,228.0,17.0,14.0,0.0,7.1953,3279.0,4907.0,89.0,3146.0,4592.0,81.0,133.0,315.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5053.0,7691.0,143.0,5515.0,7480.0,134.0,-462.0,211.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0
36404,ESPORTSTMNT06/1180493,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180493?gameHash=9f6c30115acda65d,LCL,2020,Spring,0,2020-04-12 13:58:11,1,10.07,9,Red,bot,Lodik,Gambit Esports,Kalista,Sett,Renekton,Syndra,Karthus,Elise,2043,1,3,1,6,12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3524,0.6755,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,12942.0,380.0881,0.209682,308.9868,351.953,14.0,0.4112,17.0,0.4993,7.0,38.0,1.116,14794,10351.0,303.9941,0.289219,12775.0,,340.0,324.0,16.0,16.0,0.0,9.9853,2912.0,2918.0,70.0,3111.0,3005.0,79.0,-199.0,-87.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,4773.0,4930.0,123.0,5086.0,5123.0,137.0,-313.0,-193.0,-14.0,0.0,0.0,0.0,0.0,1.0,0.0
36405,ESPORTSTMNT06/1180493,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180493?gameHash=9f6c30115acda65d,LCL,2020,Spring,0,2020-04-12 13:58:11,1,10.07,10,Red,sup,Edward,Gambit Esports,Rakan,Sett,Renekton,Syndra,Karthus,Elise,2043,1,1,2,8,12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3524,0.6755,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4357.0,127.9589,0.07059069999999999,285.1689,475.7709,63.0,1.8502,19.0,0.558,20.0,94.0,2.7606,7576,3133.0,92.0117,0.0875334,7375.0,,40.0,40.0,0.0,0.0,0.0,1.1747,2019.0,1766.0,13.0,2068.0,2524.0,11.0,-49.0,-758.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3107.0,3347.0,20.0,3266.0,4068.0,19.0,-159.0,-721.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
36406,ESPORTSTMNT06/1180493,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180493?gameHash=9f6c30115acda65d,LCL,2020,Spring,0,2020-04-12 13:58:11,1,10.07,100,Blue,team,,CrowCrowd,,Azir,Aphelios,Senna,Jarvan IV,Kassadin,2043,0,11,12,25,11,12,2.0,1.0,0.0,0.0,1.0,,,,0.3231,0.6755,0.0,2.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,7.0,1.0,1.0,0.0,1.0,61791.0,1814.7137,,2585.2863,2473.0984,165.0,4.8458,55.0,1.6153,52.0,299.0,8.7812,55123,32906.0,966.4023,,51900.0,0.0209297,,771.0,206.0,153.0,3.0,28.6931,14488.0,17739.0,297.0,13988.0,16918.0,309.0,500.0,821.0,-12.0,1.0,0.0,0.0,0.0,0.0,1.0,22779.0,27961.0,474.0,22005.0,27412.0,501.0,774.0,549.0,-27.0,3.0,5.0,0.0,0.0,0.0,3.0
36407,ESPORTSTMNT06/1180493,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180493?gameHash=9f6c30115acda65d,LCL,2020,Spring,0,2020-04-12 13:58:11,1,10.07,200,Red,team,,Gambit Esports,,Sett,Renekton,Syndra,Karthus,Elise,2043,1,12,11,33,12,11,1.0,0.0,0.0,0.0,0.0,,,,0.3524,0.6755,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,7.0,4.0,0.0,0.0,1.0,0.0,61722.0,1812.6872,,2786.3142,2553.8032,123.0,3.6123,74.0,2.1733,52.0,275.0,8.0764,58005,35788.0,1051.0426,,50825.0,-0.0209297,,872.0,188.0,132.0,12.0,31.1307,13988.0,16918.0,309.0,14488.0,17739.0,297.0,-500.0,-821.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,22005.0,27412.0,501.0,22779.0,27961.0,474.0,-774.0,-549.0,27.0,0.0,0.0,3.0,3.0,5.0,0.0
36420,ESPORTSTMNT06/1180495,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180495?gameHash=3f1bbb39ed046a40,LCL,2020,Spring,0,2020-04-12 15:00:58,1,10.07,1,Blue,top,Smurf,Elements Pro Gaming,Illaoi,Karthus,Zac,Gragas,Ornn,Maokai,1773,0,1,5,4,9,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3046,1.1844,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,14105.0,477.3266,0.201012,632.0135,501.1168,12.0,0.4061,1.0,0.0338,4.0,12.0,0.4061,9945,6052.0,204.8054,0.216846,9750.0,,216.0,216.0,0.0,0.0,0.0,7.3096,3225.0,4524.0,80.0,3216.0,4111.0,65.0,9.0,413.0,15.0,0.0,2.0,1.0,1.0,2.0,0.0,4753.0,6576.0,117.0,4766.0,6359.0,101.0,-13.0,217.0,16.0,0.0,2.0,2.0,1.0,4.0,0.0
36421,ESPORTSTMNT06/1180495,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180495?gameHash=3f1bbb39ed046a40,LCL,2020,Spring,0,2020-04-12 15:00:58,1,10.07,2,Blue,jng,Kreox,Elements Pro Gaming,Shyvana,Karthus,Zac,Gragas,Ornn,Maokai,1773,0,4,4,4,9,26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3046,1.1844,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,21292.0,720.5415,0.303435,823.7902,481.1506,22.0,0.7445,10.0,0.3384,8.0,49.0,1.6582,11603,7710.0,260.9137,0.276248,10450.0,,209.0,43.0,166.0,134.0,4.0,7.0728,4164.0,3190.0,63.0,3871.0,3651.0,55.0,293.0,-461.0,8.0,2.0,1.0,1.0,2.0,5.0,0.0,5737.0,5126.0,93.0,5846.0,5886.0,94.0,-109.0,-760.0,-1.0,2.0,2.0,2.0,3.0,5.0,0.0
36422,ESPORTSTMNT06/1180495,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180495?gameHash=3f1bbb39ed046a40,LCL,2020,Spring,0,2020-04-12 15:00:58,1,10.07,3,Blue,mid,Kira,Elements Pro Gaming,Varus,Karthus,Zac,Gragas,Ornn,Maokai,1773,0,4,7,3,9,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3046,1.1844,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,14532.0,491.7766,0.20709699999999998,463.3503,346.2606,14.0,0.4738,12.0,0.4061,6.0,43.0,1.4552,10376,6483.0,219.3909,0.23228800000000002,10300.0,,224.0,220.0,4.0,4.0,0.0,7.5804,3490.0,4029.0,67.0,3577.0,4424.0,75.0,-87.0,-395.0,-8.0,2.0,0.0,2.0,1.0,4.0,1.0,5454.0,6606.0,113.0,5204.0,6026.0,110.0,250.0,580.0,3.0,3.0,0.0,3.0,1.0,5.0,2.0
36423,ESPORTSTMNT06/1180495,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180495?gameHash=3f1bbb39ed046a40,LCL,2020,Spring,0,2020-04-12 15:00:58,1,10.07,4,Blue,bot,Kinzu,Elements Pro Gaming,Taliyah,Karthus,Zac,Gragas,Ornn,Maokai,1773,0,0,5,7,9,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3046,1.1844,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,15469.0,523.4856,0.22045,385.7191,162.5381,9.0,0.3046,6.0,0.203,5.0,29.0,0.9814,9374,5481.0,185.4822,0.196389,9475.0,,184.0,184.0,0.0,0.0,0.0,6.2267,3158.0,3167.0,65.0,4315.0,2997.0,73.0,-1157.0,170.0,-8.0,0.0,3.0,2.0,4.0,1.0,1.0,5092.0,4746.0,100.0,6721.0,5816.0,125.0,-1629.0,-1070.0,-25.0,0.0,3.0,2.0,6.0,1.0,1.0
36424,ESPORTSTMNT06/1180495,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180495?gameHash=3f1bbb39ed046a40,LCL,2020,Spring,0,2020-04-12 15:00:58,1,10.07,5,Blue,sup,Jestkui Max,Elements Pro Gaming,Alistar,Karthus,Zac,Gragas,Ornn,Maokai,1773,0,0,5,7,9,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3046,1.1844,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4772.0,161.489,0.0680063,475.0931,497.5296,41.0,1.3875,4.0,0.1354,11.0,53.0,1.7936,6076,2183.0,73.8748,0.07822899999999999,5375.0,,29.0,29.0,0.0,0.0,0.0,0.9814,2363.0,2314.0,11.0,2485.0,3135.0,16.0,-122.0,-821.0,-5.0,0.0,3.0,2.0,0.0,6.0,2.0,3333.0,3108.0,17.0,3819.0,4564.0,24.0,-486.0,-1456.0,-7.0,0.0,3.0,2.0,0.0,8.0,2.0
36425,ESPORTSTMNT06/1180495,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180495?gameHash=3f1bbb39ed046a40,LCL,2020,Spring,0,2020-04-12 15:00:58,1,10.07,6,Red,top,Shellkunchik,M19,Sion,Rek'Sai,Senna,Sett,Pantheon,Gangplank,1773,1,2,0,11,26,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8799,1.1844,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8016.0,271.269,0.13607,697.0897,1306.1929,11.0,0.3723,3.0,0.1015,3.0,20.0,0.6768,9666,5773.0,195.3638,0.152393,9425.0,,171.0,159.0,12.0,0.0,4.0,5.7868,3216.0,4111.0,65.0,3225.0,4524.0,80.0,-9.0,-413.0,-15.0,1.0,2.0,0.0,0.0,2.0,1.0,4766.0,6359.0,101.0,4753.0,6576.0,117.0,13.0,-217.0,-16.0,1.0,4.0,0.0,0.0,2.0,2.0
36426,ESPORTSTMNT06/1180495,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180495?gameHash=3f1bbb39ed046a40,LCL,2020,Spring,0,2020-04-12 15:00:58,1,10.07,7,Red,jng,Fallen,M19,Trundle,Rek'Sai,Senna,Sett,Pantheon,Gangplank,1773,1,5,1,14,26,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8799,1.1844,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,9931.0,336.0745,0.168576,1114.2132,1118.8832,8.0,0.2707,23.0,0.7783,8.0,61.0,2.0643,11740,7847.0,265.5499,0.207137,9850.0,,170.0,62.0,108.0,76.0,0.0,5.753,3871.0,3651.0,55.0,4164.0,3190.0,63.0,-293.0,461.0,-8.0,2.0,5.0,0.0,2.0,1.0,1.0,5846.0,5886.0,94.0,5737.0,5126.0,93.0,109.0,760.0,1.0,3.0,5.0,0.0,2.0,2.0,2.0
36427,ESPORTSTMNT06/1180495,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180495?gameHash=3f1bbb39ed046a40,LCL,2020,Spring,0,2020-04-12 15:00:58,1,10.07,8,Red,mid,Griffon,M19,Azir,Rek'Sai,Senna,Sett,Pantheon,Gangplank,1773,1,4,3,13,26,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8799,1.1844,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,19410.0,656.8528,0.32948,507.7157,312.2504,13.0,0.4399,5.0,0.1692,4.0,31.0,1.0491,13168,9275.0,313.8748,0.24483000000000002,11900.0,,259.0,221.0,38.0,24.0,1.0,8.7648,3577.0,4424.0,75.0,3490.0,4029.0,67.0,87.0,395.0,8.0,1.0,4.0,1.0,2.0,0.0,2.0,5204.0,6026.0,110.0,5454.0,6606.0,113.0,-250.0,-580.0,-3.0,1.0,5.0,2.0,3.0,0.0,3.0
36428,ESPORTSTMNT06/1180495,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180495?gameHash=3f1bbb39ed046a40,LCL,2020,Spring,0,2020-04-12 15:00:58,1,10.07,9,Red,bot,MyKey,M19,Kalista,Rek'Sai,Senna,Sett,Pantheon,Gangplank,1773,1,13,1,7,26,9,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8799,1.1844,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,16119.0,545.4822,0.27361599999999997,422.9442,389.0694,20.0,0.6768,11.0,0.3723,10.0,52.0,1.7597,14349,10456.0,353.8409,0.276003,13350.0,,245.0,197.0,48.0,31.0,0.0,8.291,4315.0,2997.0,73.0,3158.0,3167.0,65.0,1157.0,-170.0,8.0,4.0,1.0,1.0,0.0,3.0,2.0,6721.0,5816.0,125.0,5092.0,4746.0,100.0,1629.0,1070.0,25.0,6.0,1.0,1.0,0.0,3.0,2.0
36429,ESPORTSTMNT06/1180495,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180495?gameHash=3f1bbb39ed046a40,LCL,2020,Spring,0,2020-04-12 15:00:58,1,10.07,10,Red,sup,Miracle,M19,Taric,Rek'Sai,Senna,Sett,Pantheon,Gangplank,1773,1,2,4,19,26,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8799,1.1844,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5435.0,183.9255,0.0922578,660.3723,612.3519,38.0,1.286,12.0,0.4061,13.0,69.0,2.335,8425,4532.0,153.3672,0.119637,7475.0,,36.0,36.0,0.0,0.0,0.0,1.2183,2485.0,3135.0,16.0,2363.0,2314.0,11.0,122.0,821.0,5.0,0.0,6.0,2.0,0.0,3.0,2.0,3819.0,4564.0,24.0,3333.0,3108.0,17.0,486.0,1456.0,7.0,0.0,8.0,2.0,0.0,3.0,2.0
36430,ESPORTSTMNT06/1180495,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180495?gameHash=3f1bbb39ed046a40,LCL,2020,Spring,0,2020-04-12 15:00:58,1,10.07,100,Blue,team,,Elements Pro Gaming,,Karthus,Zac,Gragas,Ornn,Maokai,1773,0,9,26,25,9,26,2.0,0.0,0.0,0.0,0.0,,,,0.3046,1.1844,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,8.0,1.0,0.0,0.0,2.0,70170.0,2374.6193,,2779.9662,1988.5956,98.0,3.3164,33.0,1.1168,34.0,186.0,6.2944,47374,27911.0,944.5347,,45350.0,-0.13662,,692.0,170.0,138.0,4.0,29.1709,16400.0,17224.0,286.0,17464.0,18318.0,284.0,-1064.0,-1094.0,2.0,4.0,9.0,8.0,8.0,18.0,4.0,24369.0,26162.0,440.0,26356.0,28651.0,454.0,-1987.0,-2489.0,-14.0,5.0,10.0,11.0,11.0,23.0,5.0
36431,ESPORTSTMNT06/1180495,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180495?gameHash=3f1bbb39ed046a40,LCL,2020,Spring,0,2020-04-12 15:00:58,1,10.07,200,Red,team,,M19,,Rek'Sai,Senna,Sett,Pantheon,Gangplank,1773,1,26,9,64,26,9,2.0,0.0,0.0,0.0,1.0,,,,0.8799,1.1844,1.0,4.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,2.0,0.0,1.0,2.0,0.0,58911.0,1993.6041,,3402.335,3738.7479,90.0,3.0457,54.0,1.8274,38.0,233.0,7.8849,57348,37885.0,1282.0643,,52000.0,0.13662,,675.0,206.0,131.0,5.0,29.8139,17464.0,18318.0,284.0,16400.0,17224.0,286.0,1064.0,1094.0,-2.0,8.0,18.0,4.0,4.0,9.0,8.0,26356.0,28651.0,454.0,24369.0,26162.0,440.0,1987.0,2489.0,14.0,11.0,23.0,5.0,5.0,10.0,11.0
36444,ESPORTSTMNT03/1340969,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1340969?gameHash=f448cbb283321c11&amp;tab=overview,CBLOL,2020,Split 1,0,2020-04-12 15:26:51,1,10.07,1,Blue,top,Tianci,INTZ,Aatrox,Renekton,Varus,Kalista,Syndra,LeBlanc,1939,1,6,2,3,18,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.557,0.7427,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,26520.0,820.6292,0.346223,1028.0454,1280.7633,9.0,0.2785,6.0,0.1857,4.0,33.0,1.0211,14954,10723.0,331.8102,0.271346,13450.0,,259.0,230.0,29.0,18.0,5.0,8.0144,3227.0,4670.0,87.0,2662.0,4192.0,55.0,565.0,478.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,5918.0,6618.0,108.0,3796.0,5896.0,83.0,2122.0,722.0,25.0,1.0,3.0,0.0,0.0,0.0,1.0
36445,ESPORTSTMNT03/1340969,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1340969?gameHash=f448cbb283321c11&amp;tab=overview,CBLOL,2020,Split 1,0,2020-04-12 15:26:51,1,10.07,2,Blue,jng,Shini,INTZ,Trundle,Renekton,Varus,Kalista,Syndra,LeBlanc,1939,1,2,1,8,18,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.557,0.7427,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6074.0,187.9526,0.0792971,880.9696,1051.4079,11.0,0.3404,12.0,0.3713,10.0,53.0,1.64,12360,8129.0,251.542,0.205704,11000.0,,193.0,53.0,140.0,79.0,14.0,5.9722,3453.0,3297.0,66.0,2941.0,2973.0,55.0,512.0,324.0,11.0,1.0,1.0,1.0,0.0,1.0,0.0,5441.0,5228.0,92.0,4211.0,4553.0,81.0,1230.0,675.0,11.0,1.0,3.0,1.0,0.0,2.0,1.0
36446,ESPORTSTMNT03/1340969,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1340969?gameHash=f448cbb283321c11&amp;tab=overview,CBLOL,2020,Split 1,0,2020-04-12 15:26:51,1,10.07,3,Blue,mid,Hauz,INTZ,Zoe,Renekton,Varus,Kalista,Syndra,LeBlanc,1939,1,6,2,6,18,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.557,0.7427,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,25966.0,803.4863,0.338991,335.771,264.755,13.0,0.4023,4.0,0.1238,3.0,31.0,0.9593,13137,8906.0,275.5854,0.22536599999999998,10575.0,,254.0,228.0,26.0,18.0,0.0,7.8597,3130.0,3791.0,67.0,2927.0,3869.0,65.0,203.0,-78.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,5640.0,7038.0,122.0,4797.0,6320.0,107.0,843.0,718.0,15.0,3.0,4.0,0.0,1.0,1.0,1.0
36447,ESPORTSTMNT03/1340969,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1340969?gameHash=f448cbb283321c11&amp;tab=overview,CBLOL,2020,Split 1,0,2020-04-12 15:26:51,1,10.07,4,Blue,bot,micaO,INTZ,Senna,Renekton,Varus,Kalista,Syndra,LeBlanc,1939,1,3,1,7,18,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.557,0.7427,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,13510.0,418.0505,0.176375,228.2104,205.4667,36.0,1.114,19.0,0.5879,4.0,89.0,2.754,9681,5450.0,168.6436,0.13791099999999998,7950.0,,49.0,33.0,16.0,8.0,0.0,1.5162,2173.0,2425.0,3.0,2841.0,2862.0,69.0,-668.0,-437.0,-66.0,0.0,1.0,0.0,0.0,1.0,1.0,3566.0,3963.0,12.0,4374.0,4716.0,108.0,-808.0,-753.0,-96.0,1.0,1.0,1.0,0.0,2.0,2.0
36448,ESPORTSTMNT03/1340969,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1340969?gameHash=f448cbb283321c11&amp;tab=overview,CBLOL,2020,Split 1,0,2020-04-12 15:26:51,1,10.07,5,Blue,sup,RedBert,INTZ,Tahm Kench,Renekton,Varus,Kalista,Syndra,LeBlanc,1939,1,1,0,10,18,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.557,0.7427,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4528.0,140.1135,0.0591138,529.3244,815.3687,8.0,0.2476,6.0,0.1857,6.0,28.0,0.8664,10541,6310.0,195.2553,0.159673,8850.0,,162.0,158.0,4.0,0.0,0.0,5.0129,2815.0,2390.0,60.0,2319.0,1941.0,11.0,496.0,449.0,49.0,0.0,2.0,0.0,1.0,0.0,1.0,4753.0,4586.0,92.0,3279.0,3420.0,18.0,1474.0,1166.0,74.0,1.0,5.0,0.0,1.0,0.0,2.0
36449,ESPORTSTMNT03/1340969,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1340969?gameHash=f448cbb283321c11&amp;tab=overview,CBLOL,2020,Split 1,0,2020-04-12 15:26:51,1,10.07,6,Red,top,Glow,Redemption eSports Porto Alegre,Ornn,Sett,Camille,Gragas,Irelia,Sylas,1939,0,0,3,2,6,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1857,0.7427,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,9168.0,283.6926,0.146784,762.7953,626.4879,15.0,0.4642,2.0,0.0619,6.0,23.0,0.7117,8237,4006.0,123.9608,0.15658699999999998,8050.0,,172.0,172.0,0.0,0.0,0.0,5.3223,2662.0,4192.0,55.0,3227.0,4670.0,87.0,-565.0,-478.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,3796.0,5896.0,83.0,5918.0,6618.0,108.0,-2122.0,-722.0,-25.0,0.0,0.0,1.0,1.0,3.0,0.0
36450,ESPORTSTMNT03/1340969,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1340969?gameHash=f448cbb283321c11&amp;tab=overview,CBLOL,2020,Split 1,0,2020-04-12 15:26:51,1,10.07,7,Red,jng,Sephis,Redemption eSports Porto Alegre,Graves,Sett,Camille,Gragas,Irelia,Sylas,1939,0,1,4,4,6,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1857,0.7427,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,14258.0,441.1965,0.228278,550.5209,333.2027,10.0,0.3094,8.0,0.2476,10.0,34.0,1.0521,10084,5853.0,181.114,0.22878600000000002,9950.0,,203.0,68.0,135.0,118.0,0.0,6.2816,2941.0,2973.0,55.0,3453.0,3297.0,66.0,-512.0,-324.0,-11.0,0.0,1.0,0.0,1.0,1.0,1.0,4211.0,4553.0,81.0,5441.0,5228.0,92.0,-1230.0,-675.0,-11.0,0.0,2.0,1.0,1.0,3.0,1.0
36451,ESPORTSTMNT03/1340969,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1340969?gameHash=f448cbb283321c11&amp;tab=overview,CBLOL,2020,Split 1,0,2020-04-12 15:26:51,1,10.07,8,Red,mid,Krastyel,Redemption eSports Porto Alegre,Kassadin,Sett,Camille,Gragas,Irelia,Sylas,1939,0,2,2,4,6,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1857,0.7427,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,14054.0,434.884,0.225012,718.7004,381.9701,18.0,0.557,2.0,0.0619,9.0,36.0,1.114,11491,7260.0,224.6519,0.283785,11360.0,,239.0,219.0,20.0,9.0,4.0,7.3956,2927.0,3869.0,65.0,3130.0,3791.0,67.0,-203.0,78.0,-2.0,0.0,1.0,0.0,1.0,1.0,0.0,4797.0,6320.0,107.0,5640.0,7038.0,122.0,-843.0,-718.0,-15.0,1.0,1.0,1.0,3.0,4.0,0.0
36452,ESPORTSTMNT03/1340969,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1340969?gameHash=f448cbb283321c11&amp;tab=overview,CBLOL,2020,Split 1,0,2020-04-12 15:26:51,1,10.07,9,Red,bot,Save,Redemption eSports Porto Alegre,Vel'Koz,Sett,Camille,Gragas,Irelia,Sylas,1939,0,1,4,2,6,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1857,0.7427,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,20965.0,648.7365,0.33566,493.9866,187.4575,17.0,0.526,6.0,0.1857,9.0,25.0,0.7736,10199,5968.0,184.6725,0.233281,10225.0,,249.0,248.0,1.0,1.0,0.0,7.705,2841.0,2862.0,69.0,2173.0,2425.0,3.0,668.0,437.0,66.0,0.0,1.0,1.0,0.0,1.0,0.0,4374.0,4716.0,108.0,3566.0,3963.0,12.0,808.0,753.0,96.0,0.0,2.0,2.0,1.0,1.0,1.0
